instance,solver_dpll,num_vars_dpll,num_clauses_dpll,runtime_seconds_dpll,result_dpll,solver_walksat,num_vars_walksat,num_clauses_walksat,result_walksat,runtime_seconds_walksat,ratio_dpll,ratio_walksat,var_diff,clause_diff,var_ratio,clause_ratio,vars_times_clauses_dpll,clause_density_dpll,vars_times_clauses_walksat,clause_density_walksat,is_sudoku,is_random3sat,best_solver_actual
random3sat_realistic_577.cnf,DPLL,60.0,360.0,0.001,UNSAT,WalkSAT_Optimized,60.0,360.0,UNSAT,0.2629,5.9999999000000015,5.9999999000000015,0.0,0.0,0.9999999833333336,0.9999999972222222,21600.0,5.9999999000000015,21600.0,5.9999999000000015,0,1,0
random3sat_realistic_578.cnf,DPLL,50.0,200.0,0.001,UNSAT,WalkSAT_Optimized,50.0,200.0,UNSAT,0.1753,3.999999920000002,3.999999920000002,0.0,0.0,0.9999999800000005,0.999999995,10000.0,3.999999920000002,10000.0,3.999999920000002,0,1,0
random3sat_realistic_58.cnf,DPLL,120.0,360.0,0.001,UNSAT,WalkSAT_Optimized,120.0,360.0,UNSAT,0.1308,2.999999975,2.999999975,0.0,0.0,0.9999999916666668,0.9999999972222222,43200.0,2.999999975,43200.0,2.999999975,0,1,0
random3sat_realistic_579.cnf,DPLL,150.0,600.0,0.001,UNSAT,WalkSAT_Optimized,150.0,600.0,UNSAT,0.1881,3.999999973333334,3.999999973333334,0.0,0.0,0.9999999933333334,0.9999999983333333,90000.0,3.999999973333334,90000.0,3.999999973333334,0,1,0
random3sat_realistic_580.cnf,DPLL,60.0,300.0,0.001,UNSAT,WalkSAT_Optimized,60.0,300.0,UNSAT,0.2344,4.999999916666669,4.999999916666669,0.0,0.0,0.9999999833333336,0.9999999966666667,18000.0,4.999999916666669,18000.0,4.999999916666669,0,1,0
random3sat_realistic_581.cnf,DPLL,150.0,450.0,0.001,SAT,WalkSAT_Optimized,150.0,450.0,UNSAT,0.1299,2.99999998,2.99999998,0.0,0.0,0.9999999933333334,0.9999999977777778,67500.0,2.99999998,67500.0,2.99999998,0,1,0
random3sat_realistic_583.cnf,DPLL,80.0,480.0,0.002,UNSAT,WalkSAT_Optimized,80.0,480.0,UNSAT,0.2606,5.999999925000001,5.999999925000001,0.0,0.0,0.9999999875000002,0.9999999979166667,38400.0,5.999999925000001,38400.0,5.999999925000001,0,1,0
random3sat_realistic_582.cnf,DPLL,70.0,420.0,0.004,UNSAT,WalkSAT_Optimized,70.0,420.0,UNSAT,0.2615,5.999999914285715,5.999999914285715,0.0,0.0,0.9999999857142859,0.9999999976190477,29400.0,5.999999914285715,29400.0,5.999999914285715,0,1,0
random3sat_realistic_585.cnf,DPLL,150.0,600.0,0.002,UNSAT,WalkSAT_Optimized,150.0,600.0,UNSAT,0.1788,3.999999973333334,3.999999973333334,0.0,0.0,0.9999999933333334,0.9999999983333333,90000.0,3.999999973333334,90000.0,3.999999973333334,0,1,0
random3sat_realistic_586.cnf,DPLL,80.0,240.0,0.001,SAT,WalkSAT_Optimized,80.0,240.0,SAT,0.0669,2.9999999625000004,2.9999999625000004,0.0,0.0,0.9999999875000002,0.9999999958333333,19200.0,2.9999999625000004,19200.0,2.9999999625000004,0,1,0
random3sat_realistic_587.cnf,DPLL,70.0,350.0,0.0025,UNSAT,WalkSAT_Optimized,70.0,350.0,UNSAT,0.2122,4.999999928571429,4.999999928571429,0.0,0.0,0.9999999857142859,0.9999999971428571,24500.0,4.999999928571429,24500.0,4.999999928571429,0,1,0
random3sat_realistic_588.cnf,DPLL,60.0,180.0,0.001,SAT,WalkSAT_Optimized,60.0,180.0,SAT,0.0367,2.9999999500000007,2.9999999500000007,0.0,0.0,0.9999999833333336,0.9999999944444445,10800.0,2.9999999500000007,10800.0,2.9999999500000007,0,1,0
random3sat_realistic_59.cnf,DPLL,150.0,450.0,0.001,UNSAT,WalkSAT_Optimized,150.0,450.0,UNSAT,0.1172,2.99999998,2.99999998,0.0,0.0,0.9999999933333334,0.9999999977777778,67500.0,2.99999998,67500.0,2.99999998,0,1,0
random3sat_realistic_590.cnf,DPLL,120.0,480.0,0.0,UNSAT,WalkSAT_Optimized,120.0,480.0,UNSAT,0.1821,3.999999966666667,3.999999966666667,0.0,0.0,0.9999999916666668,0.9999999979166667,57600.0,3.999999966666667,57600.0,3.999999966666667,0,1,0
random3sat_realistic_591.cnf,DPLL,60.0,180.0,0.0,UNSAT,WalkSAT_Optimized,60.0,180.0,UNSAT,0.1462,2.9999999500000007,2.9999999500000007,0.0,0.0,0.9999999833333336,0.9999999944444445,10800.0,2.9999999500000007,10800.0,2.9999999500000007,0,1,0
random3sat_realistic_593.cnf,DPLL,70.0,350.0,0.0014,UNSAT,WalkSAT_Optimized,70.0,350.0,UNSAT,0.2331,4.999999928571429,4.999999928571429,0.0,0.0,0.9999999857142859,0.9999999971428571,24500.0,4.999999928571429,24500.0,4.999999928571429,0,1,0
random3sat_realistic_594.cnf,DPLL,60.0,240.0,0.001,UNSAT,WalkSAT_Optimized,60.0,240.0,UNSAT,0.1632,3.9999999333333345,3.9999999333333345,0.0,0.0,0.9999999833333336,0.9999999958333333,14400.0,3.9999999333333345,14400.0,3.9999999333333345,0,1,0
random3sat_realistic_592.cnf,DPLL,150.0,900.0,0.001,UNSAT,WalkSAT_Optimized,150.0,900.0,UNSAT,0.2895,5.99999996,5.99999996,0.0,0.0,0.9999999933333334,0.9999999988888889,135000.0,5.99999996,135000.0,5.99999996,0,1,0
random3sat_realistic_595.cnf,DPLL,80.0,480.0,0.001,UNSAT,WalkSAT_Optimized,80.0,480.0,UNSAT,0.2887,5.999999925000001,5.999999925000001,0.0,0.0,0.9999999875000002,0.9999999979166667,38400.0,5.999999925000001,38400.0,5.999999925000001,0,1,0
random3sat_realistic_597.cnf,DPLL,50.0,200.0,0.001,UNSAT,WalkSAT_Optimized,50.0,200.0,UNSAT,0.1944,3.999999920000002,3.999999920000002,0.0,0.0,0.9999999800000005,0.999999995,10000.0,3.999999920000002,10000.0,3.999999920000002,0,1,0
random3sat_realistic_598.cnf,DPLL,50.0,150.0,0.001,UNSAT,WalkSAT_Optimized,50.0,150.0,UNSAT,0.1674,2.9999999400000013,2.9999999400000013,0.0,0.0,0.9999999800000005,0.9999999933333334,7500.0,2.9999999400000013,7500.0,2.9999999400000013,0,1,0
random3sat_realistic_596.cnf,DPLL,150.0,900.0,0.0,UNSAT,WalkSAT_Optimized,150.0,900.0,UNSAT,0.3239,5.99999996,5.99999996,0.0,0.0,0.9999999933333334,0.9999999988888889,135000.0,5.99999996,135000.0,5.99999996,0,1,0
random3sat_realistic_599.cnf,DPLL,50.0,250.0,0.002,UNSAT,WalkSAT_Optimized,50.0,250.0,UNSAT,0.2318,4.999999900000002,4.999999900000002,0.0,0.0,0.9999999800000005,0.999999996,12500.0,4.999999900000002,12500.0,4.999999900000002,0,1,0
random3sat_realistic_6.cnf,DPLL,70.0,420.0,0.0,UNSAT,WalkSAT_Optimized,70.0,420.0,UNSAT,0.29,5.999999914285715,5.999999914285715,0.0,0.0,0.9999999857142859,0.9999999976190477,29400.0,5.999999914285715,29400.0,5.999999914285715,0,1,0
random3sat_realistic_60.cnf,DPLL,150.0,600.0,0.001,UNSAT,WalkSAT_Optimized,150.0,600.0,UNSAT,0.1757,3.999999973333334,3.999999973333334,0.0,0.0,0.9999999933333334,0.9999999983333333,90000.0,3.999999973333334,90000.0,3.999999973333334,0,1,0
random3sat_realistic_600.cnf,DPLL,80.0,480.0,0.001,UNSAT,WalkSAT_Optimized,80.0,480.0,UNSAT,0.2667,5.999999925000001,5.999999925000001,0.0,0.0,0.9999999875000002,0.9999999979166667,38400.0,5.999999925000001,38400.0,5.999999925000001,0,1,0
random3sat_realistic_602.cnf,DPLL,120.0,360.0,0.0,SAT,WalkSAT_Optimized,120.0,360.0,UNSAT,0.1175,2.999999975,2.999999975,0.0,0.0,0.9999999916666668,0.9999999972222222,43200.0,2.999999975,43200.0,2.999999975,0,1,0
random3sat_realistic_603.cnf,DPLL,60.0,300.0,0.001,UNSAT,WalkSAT_Optimized,60.0,300.0,UNSAT,0.2149,4.999999916666669,4.999999916666669,0.0,0.0,0.9999999833333336,0.9999999966666667,18000.0,4.999999916666669,18000.0,4.999999916666669,0,1,0
random3sat_realistic_604.cnf,DPLL,70.0,280.0,0.0035,UNSAT,WalkSAT_Optimized,70.0,280.0,UNSAT,0.1715,3.9999999428571438,3.9999999428571438,0.0,0.0,0.9999999857142859,0.9999999964285714,19600.0,3.9999999428571438,19600.0,3.9999999428571438,0,1,0
random3sat_realistic_606.cnf,DPLL,60.0,180.0,0.005,SAT,WalkSAT_Optimized,60.0,180.0,SAT,0.003,2.9999999500000007,2.9999999500000007,0.0,0.0,0.9999999833333336,0.9999999944444445,10800.0,2.9999999500000007,10800.0,2.9999999500000007,0,1,1
random3sat_realistic_607.cnf,DPLL,80.0,480.0,0.003,UNSAT,WalkSAT_Optimized,80.0,480.0,UNSAT,0.2945,5.999999925000001,5.999999925000001,0.0,0.0,0.9999999875000002,0.9999999979166667,38400.0,5.999999925000001,38400.0,5.999999925000001,0,1,0
random3sat_realistic_605.cnf,DPLL,150.0,750.0,0.006,UNSAT,WalkSAT_Optimized,150.0,750.0,UNSAT,0.2213,4.999999966666667,4.999999966666667,0.0,0.0,0.9999999933333334,0.9999999986666667,112500.0,4.999999966666667,112500.0,4.999999966666667,0,1,0
random3sat_realistic_610.cnf,DPLL,70.0,350.0,0.0005,UNSAT,WalkSAT_Optimized,70.0,350.0,UNSAT,0.2182,4.999999928571429,4.999999928571429,0.0,0.0,0.9999999857142859,0.9999999971428571,24500.0,4.999999928571429,24500.0,4.999999928571429,0,1,0
random3sat_realistic_608.cnf,DPLL,100.0,500.0,0.0037,UNSAT,WalkSAT_Optimized,100.0,500.0,UNSAT,0.2405,4.99999995,4.99999995,0.0,0.0,0.9999999900000002,0.9999999980000001,50000.0,4.99999995,50000.0,4.99999995,0,1,0
random3sat_realistic_61.cnf,DPLL,80.0,240.0,0.0005,SAT,WalkSAT_Optimized,80.0,240.0,SAT,0.0023,2.9999999625000004,2.9999999625000004,0.0,0.0,0.9999999875000002,0.9999999958333333,19200.0,2.9999999625000004,19200.0,2.9999999625000004,0,1,0
random3sat_realistic_609.cnf,DPLL,150.0,750.0,0.002,UNSAT,WalkSAT_Optimized,150.0,750.0,UNSAT,0.276,4.999999966666667,4.999999966666667,0.0,0.0,0.9999999933333334,0.9999999986666667,112500.0,4.999999966666667,112500.0,4.999999966666667,0,1,0
random3sat_realistic_613.cnf,DPLL,100.0,500.0,0.0,UNSAT,WalkSAT_Optimized,100.0,500.0,UNSAT,0.2217,4.99999995,4.99999995,0.0,0.0,0.9999999900000002,0.9999999980000001,50000.0,4.99999995,50000.0,4.99999995,0,1,0
random3sat_realistic_611.cnf,DPLL,150.0,750.0,0.002,UNSAT,WalkSAT_Optimized,150.0,750.0,UNSAT,0.2517,4.999999966666667,4.999999966666667,0.0,0.0,0.9999999933333334,0.9999999986666667,112500.0,4.999999966666667,112500.0,4.999999966666667,0,1,0
random3sat_realistic_615.cnf,DPLL,80.0,400.0,0.0015,UNSAT,WalkSAT_Optimized,80.0,400.0,UNSAT,0.2167,4.999999937500001,4.999999937500001,0.0,0.0,0.9999999875000002,0.9999999975,32000.0,4.999999937500001,32000.0,4.999999937500001,0,1,0
random3sat_realistic_616.cnf,DPLL,100.0,300.0,0.0015,SAT,WalkSAT_Optimized,100.0,300.0,SAT,0.0173,2.99999997,2.99999997,0.0,0.0,0.9999999900000002,0.9999999966666667,30000.0,2.99999997,30000.0,2.99999997,0,1,0
random3sat_realistic_614.cnf,DPLL,150.0,900.0,0.0015,UNSAT,WalkSAT_Optimized,150.0,900.0,UNSAT,0.3022,5.99999996,5.99999996,0.0,0.0,0.9999999933333334,0.9999999988888889,135000.0,5.99999996,135000.0,5.99999996,0,1,0
random3sat_realistic_617.cnf,DPLL,60.0,240.0,0.002,UNSAT,WalkSAT_Optimized,60.0,240.0,UNSAT,0.1848,3.9999999333333345,3.9999999333333345,0.0,0.0,0.9999999833333336,0.9999999958333333,14400.0,3.9999999333333345,14400.0,3.9999999333333345,0,1,0
random3sat_realistic_619.cnf,DPLL,80.0,240.0,0.0,SAT,WalkSAT_Optimized,80.0,240.0,UNSAT,0.139,2.9999999625000004,2.9999999625000004,0.0,0.0,0.9999999875000002,0.9999999958333333,19200.0,2.9999999625000004,19200.0,2.9999999625000004,0,1,0
random3sat_realistic_618.cnf,DPLL,50.0,250.0,0.003,UNSAT,WalkSAT_Optimized,50.0,250.0,UNSAT,0.2013,4.999999900000002,4.999999900000002,0.0,0.0,0.9999999800000005,0.999999996,12500.0,4.999999900000002,12500.0,4.999999900000002,0,1,0
random3sat_realistic_62.cnf,DPLL,120.0,600.0,0.001,UNSAT,WalkSAT_Optimized,120.0,600.0,UNSAT,0.2312,4.999999958333333,4.999999958333333,0.0,0.0,0.9999999916666668,0.9999999983333333,72000.0,4.999999958333333,72000.0,4.999999958333333,0,1,0
random3sat_realistic_624.cnf,DPLL,100.0,400.0,0.001,UNSAT,WalkSAT_Optimized,100.0,400.0,UNSAT,0.2069,3.9999999600000007,3.9999999600000007,0.0,0.0,0.9999999900000002,0.9999999975,40000.0,3.9999999600000007,40000.0,3.9999999600000007,0,1,0
random3sat_realistic_623.cnf,DPLL,100.0,600.0,0.0022,UNSAT,WalkSAT_Optimized,100.0,600.0,UNSAT,0.327,5.99999994,5.99999994,0.0,0.0,0.9999999900000002,0.9999999983333333,60000.0,5.99999994,60000.0,5.99999994,0,1,0
random3sat_realistic_626.cnf,DPLL,120.0,720.0,0.0028,UNSAT,WalkSAT_Optimized,120.0,720.0,UNSAT,0.3181,5.99999995,5.99999995,0.0,0.0,0.9999999916666668,0.9999999986111111,86400.0,5.99999995,86400.0,5.99999995,0,1,0
random3sat_realistic_627.cnf,DPLL,80.0,240.0,0.0028,SAT,WalkSAT_Optimized,80.0,240.0,SAT,0.0062,2.9999999625000004,2.9999999625000004,0.0,0.0,0.9999999875000002,0.9999999958333333,19200.0,2.9999999625000004,19200.0,2.9999999625000004,0,1,0
random3sat_realistic_625.cnf,DPLL,100.0,500.0,0.0028,UNSAT,WalkSAT_Optimized,100.0,500.0,UNSAT,0.2589,4.99999995,4.99999995,0.0,0.0,0.9999999900000002,0.9999999980000001,50000.0,4.99999995,50000.0,4.99999995,0,1,0
random3sat_realistic_628.cnf,DPLL,80.0,240.0,0.0035,UNSAT,WalkSAT_Optimized,80.0,240.0,UNSAT,0.1348,2.9999999625000004,2.9999999625000004,0.0,0.0,0.9999999875000002,0.9999999958333333,19200.0,2.9999999625000004,19200.0,2.9999999625000004,0,1,0
random3sat_realistic_63.cnf,DPLL,50.0,200.0,0.0,UNSAT,WalkSAT_Optimized,50.0,200.0,UNSAT,0.1718,3.999999920000002,3.999999920000002,0.0,0.0,0.9999999800000005,0.999999995,10000.0,3.999999920000002,10000.0,3.999999920000002,0,1,0
random3sat_realistic_629.cnf,DPLL,120.0,720.0,0.002,UNSAT,WalkSAT_Optimized,120.0,720.0,UNSAT,0.287,5.99999995,5.99999995,0.0,0.0,0.9999999916666668,0.9999999986111111,86400.0,5.99999995,86400.0,5.99999995,0,1,0
random3sat_realistic_631.cnf,DPLL,50.0,300.0,0.0,UNSAT,WalkSAT_Optimized,50.0,300.0,UNSAT,0.2587,5.9999998800000025,5.9999998800000025,0.0,0.0,0.9999999800000005,0.9999999966666667,15000.0,5.9999998800000025,15000.0,5.9999998800000025,0,1,0
random3sat_realistic_630.cnf,DPLL,150.0,900.0,0.0,UNSAT,WalkSAT_Optimized,150.0,900.0,UNSAT,0.3185,5.99999996,5.99999996,0.0,0.0,0.9999999933333334,0.9999999988888889,135000.0,5.99999996,135000.0,5.99999996,0,1,0
random3sat_realistic_633.cnf,DPLL,50.0,150.0,0.0,SAT,WalkSAT_Optimized,50.0,150.0,SAT,0.0013,2.9999999400000013,2.9999999400000013,0.0,0.0,0.9999999800000005,0.9999999933333334,7500.0,2.9999999400000013,7500.0,2.9999999400000013,0,1,0
random3sat_realistic_632.cnf,DPLL,150.0,750.0,0.002,UNSAT,WalkSAT_Optimized,150.0,750.0,UNSAT,0.2226,4.999999966666667,4.999999966666667,0.0,0.0,0.9999999933333334,0.9999999986666667,112500.0,4.999999966666667,112500.0,4.999999966666667,0,1,0
random3sat_realistic_634.cnf,DPLL,70.0,420.0,0.0,UNSAT,WalkSAT_Optimized,70.0,420.0,UNSAT,0.2668,5.999999914285715,5.999999914285715,0.0,0.0,0.9999999857142859,0.9999999976190477,29400.0,5.999999914285715,29400.0,5.999999914285715,0,1,0
random3sat_realistic_635.cnf,DPLL,70.0,350.0,0.0,UNSAT,WalkSAT_Optimized,70.0,350.0,UNSAT,0.213,4.999999928571429,4.999999928571429,0.0,0.0,0.9999999857142859,0.9999999971428571,24500.0,4.999999928571429,24500.0,4.999999928571429,0,1,0
random3sat_realistic_636.cnf,DPLL,90.0,360.0,0.0,UNSAT,WalkSAT_Optimized,90.0,360.0,UNSAT,0.1741,3.9999999555555563,3.9999999555555563,0.0,0.0,0.9999999888888891,0.9999999972222222,32400.0,3.9999999555555563,32400.0,3.9999999555555563,0,1,0
random3sat_realistic_637.cnf,DPLL,120.0,360.0,0.0015,UNSAT,WalkSAT_Optimized,120.0,360.0,UNSAT,0.1179,2.999999975,2.999999975,0.0,0.0,0.9999999916666668,0.9999999972222222,43200.0,2.999999975,43200.0,2.999999975,0,1,0
random3sat_realistic_638.cnf,DPLL,90.0,540.0,0.001,UNSAT,WalkSAT_Optimized,90.0,540.0,UNSAT,0.26,5.999999933333334,5.999999933333334,0.0,0.0,0.9999999888888891,0.9999999981481481,48600.0,5.999999933333334,48600.0,5.999999933333334,0,1,0
random3sat_realistic_640.cnf,DPLL,60.0,240.0,0.001,UNSAT,WalkSAT_Optimized,60.0,240.0,UNSAT,0.1826,3.9999999333333345,3.9999999333333345,0.0,0.0,0.9999999833333336,0.9999999958333333,14400.0,3.9999999333333345,14400.0,3.9999999333333345,0,1,0
random3sat_realistic_64.cnf,DPLL,90.0,360.0,0.001,UNSAT,WalkSAT_Optimized,90.0,360.0,UNSAT,0.1937,3.9999999555555563,3.9999999555555563,0.0,0.0,0.9999999888888891,0.9999999972222222,32400.0,3.9999999555555563,32400.0,3.9999999555555563,0,1,0
random3sat_realistic_642.cnf,DPLL,70.0,210.0,0.001,SAT,WalkSAT_Optimized,70.0,210.0,SAT,0.1245,2.9999999571428577,2.9999999571428577,0.0,0.0,0.9999999857142859,0.9999999952380952,14700.0,2.9999999571428577,14700.0,2.9999999571428577,0,1,0
random3sat_realistic_643.cnf,DPLL,70.0,350.0,0.0012,UNSAT,WalkSAT_Optimized,70.0,350.0,UNSAT,0.2471,4.999999928571429,4.999999928571429,0.0,0.0,0.9999999857142859,0.9999999971428571,24500.0,4.999999928571429,24500.0,4.999999928571429,0,1,0
random3sat_realistic_646.cnf,DPLL,50.0,200.0,0.0008,UNSAT,WalkSAT_Optimized,50.0,200.0,UNSAT,0.1823,3.999999920000002,3.999999920000002,0.0,0.0,0.9999999800000005,0.999999995,10000.0,3.999999920000002,10000.0,3.999999920000002,0,1,0
random3sat_realistic_644.cnf,DPLL,150.0,900.0,0.0,UNSAT,WalkSAT_Optimized,150.0,900.0,UNSAT,0.3212,5.99999996,5.99999996,0.0,0.0,0.9999999933333334,0.9999999988888889,135000.0,5.99999996,135000.0,5.99999996,0,1,0
random3sat_realistic_647.cnf,DPLL,100.0,500.0,0.0,UNSAT,WalkSAT_Optimized,100.0,500.0,UNSAT,0.2447,4.99999995,4.99999995,0.0,0.0,0.9999999900000002,0.9999999980000001,50000.0,4.99999995,50000.0,4.99999995,0,1,0
random3sat_realistic_648.cnf,DPLL,50.0,200.0,0.005,UNSAT,WalkSAT_Optimized,50.0,200.0,UNSAT,0.178,3.999999920000002,3.999999920000002,0.0,0.0,0.9999999800000005,0.999999995,10000.0,3.999999920000002,10000.0,3.999999920000002,0,1,0
random3sat_realistic_65.cnf,DPLL,80.0,320.0,0.0025,UNSAT,WalkSAT_Optimized,80.0,320.0,UNSAT,0.1642,3.9999999500000007,3.9999999500000007,0.0,0.0,0.9999999875000002,0.999999996875,25600.0,3.9999999500000007,25600.0,3.9999999500000007,0,1,0
random3sat_realistic_649.cnf,DPLL,120.0,480.0,0.0025,UNSAT,WalkSAT_Optimized,120.0,480.0,UNSAT,0.191,3.999999966666667,3.999999966666667,0.0,0.0,0.9999999916666668,0.9999999979166667,57600.0,3.999999966666667,57600.0,3.999999966666667,0,1,0
random3sat_realistic_651.cnf,DPLL,60.0,240.0,0.004,UNSAT,WalkSAT_Optimized,60.0,240.0,UNSAT,0.1649,3.9999999333333345,3.9999999333333345,0.0,0.0,0.9999999833333336,0.9999999958333333,14400.0,3.9999999333333345,14400.0,3.9999999333333345,0,1,0
random3sat_realistic_652.cnf,DPLL,70.0,350.0,0.0,UNSAT,WalkSAT_Optimized,70.0,350.0,UNSAT,0.2391,4.999999928571429,4.999999928571429,0.0,0.0,0.9999999857142859,0.9999999971428571,24500.0,4.999999928571429,24500.0,4.999999928571429,0,1,0
random3sat_realistic_650.cnf,DPLL,90.0,540.0,0.002,UNSAT,WalkSAT_Optimized,90.0,540.0,UNSAT,0.2714,5.999999933333334,5.999999933333334,0.0,0.0,0.9999999888888891,0.9999999981481481,48600.0,5.999999933333334,48600.0,5.999999933333334,0,1,0
random3sat_realistic_653.cnf,DPLL,90.0,270.0,0.002,SAT,WalkSAT_Optimized,90.0,270.0,SAT,0.0043,2.999999966666667,2.999999966666667,0.0,0.0,0.9999999888888891,0.9999999962962963,24300.0,2.999999966666667,24300.0,2.999999966666667,0,1,0
random3sat_realistic_654.cnf,DPLL,80.0,480.0,0.001,UNSAT,WalkSAT_Optimized,80.0,480.0,UNSAT,0.2667,5.999999925000001,5.999999925000001,0.0,0.0,0.9999999875000002,0.9999999979166667,38400.0,5.999999925000001,38400.0,5.999999925000001,0,1,0
random3sat_realistic_657.cnf,DPLL,100.0,400.0,0.0005,UNSAT,WalkSAT_Optimized,100.0,400.0,UNSAT,0.174,3.9999999600000007,3.9999999600000007,0.0,0.0,0.9999999900000002,0.9999999975,40000.0,3.9999999600000007,40000.0,3.9999999600000007,0,1,0
random3sat_realistic_656.cnf,DPLL,90.0,270.0,0.0005,UNSAT,WalkSAT_Optimized,90.0,270.0,UNSAT,0.141,2.999999966666667,2.999999966666667,0.0,0.0,0.9999999888888891,0.9999999962962963,24300.0,2.999999966666667,24300.0,2.999999966666667,0,1,0
random3sat_realistic_655.cnf,DPLL,50.0,200.0,0.0012,UNSAT,WalkSAT_Optimized,50.0,200.0,UNSAT,0.1572,3.999999920000002,3.999999920000002,0.0,0.0,0.9999999800000005,0.999999995,10000.0,3.999999920000002,10000.0,3.999999920000002,0,1,0
random3sat_realistic_658.cnf,DPLL,100.0,400.0,0.001,UNSAT,WalkSAT_Optimized,100.0,400.0,UNSAT,0.1625,3.9999999600000007,3.9999999600000007,0.0,0.0,0.9999999900000002,0.9999999975,40000.0,3.9999999600000007,40000.0,3.9999999600000007,0,1,0
random3sat_realistic_659.cnf,DPLL,100.0,400.0,0.0046,UNSAT,WalkSAT_Optimized,100.0,400.0,UNSAT,0.1615,3.9999999600000007,3.9999999600000007,0.0,0.0,0.9999999900000002,0.9999999975,40000.0,3.9999999600000007,40000.0,3.9999999600000007,0,1,0
random3sat_realistic_66.cnf,DPLL,150.0,600.0,0.0035,UNSAT,WalkSAT_Optimized,150.0,600.0,UNSAT,0.1916,3.999999973333334,3.999999973333334,0.0,0.0,0.9999999933333334,0.9999999983333333,90000.0,3.999999973333334,90000.0,3.999999973333334,0,1,0
random3sat_realistic_660.cnf,DPLL,70.0,280.0,0.0025,UNSAT,WalkSAT_Optimized,70.0,280.0,UNSAT,0.1773,3.9999999428571438,3.9999999428571438,0.0,0.0,0.9999999857142859,0.9999999964285714,19600.0,3.9999999428571438,19600.0,3.9999999428571438,0,1,0
random3sat_realistic_661.cnf,DPLL,100.0,400.0,0.0,UNSAT,WalkSAT_Optimized,100.0,400.0,UNSAT,0.1664,3.9999999600000007,3.9999999600000007,0.0,0.0,0.9999999900000002,0.9999999975,40000.0,3.9999999600000007,40000.0,3.9999999600000007,0,1,0
random3sat_realistic_663.cnf,DPLL,80.0,240.0,0.0,SAT,WalkSAT_Optimized,80.0,240.0,UNSAT,0.143,2.9999999625000004,2.9999999625000004,0.0,0.0,0.9999999875000002,0.9999999958333333,19200.0,2.9999999625000004,19200.0,2.9999999625000004,0,1,0
random3sat_realistic_667.cnf,DPLL,60.0,360.0,0.0,UNSAT,WalkSAT_Optimized,60.0,360.0,UNSAT,0.2594,5.9999999000000015,5.9999999000000015,0.0,0.0,0.9999999833333336,0.9999999972222222,21600.0,5.9999999000000015,21600.0,5.9999999000000015,0,1,0
random3sat_realistic_668.cnf,DPLL,70.0,280.0,0.001,UNSAT,WalkSAT_Optimized,70.0,280.0,UNSAT,0.1889,3.9999999428571438,3.9999999428571438,0.0,0.0,0.9999999857142859,0.9999999964285714,19600.0,3.9999999428571438,19600.0,3.9999999428571438,0,1,0
random3sat_realistic_669.cnf,DPLL,90.0,540.0,0.001,UNSAT,WalkSAT_Optimized,90.0,540.0,UNSAT,0.2762,5.999999933333334,5.999999933333334,0.0,0.0,0.9999999888888891,0.9999999981481481,48600.0,5.999999933333334,48600.0,5.999999933333334,0,1,0
random3sat_realistic_67.cnf,DPLL,150.0,450.0,0.001,SAT,WalkSAT_Optimized,150.0,450.0,SAT,0.1343,2.99999998,2.99999998,0.0,0.0,0.9999999933333334,0.9999999977777778,67500.0,2.99999998,67500.0,2.99999998,0,1,0
random3sat_realistic_665.cnf,DPLL,120.0,720.0,0.001,UNSAT,WalkSAT_Optimized,120.0,720.0,UNSAT,0.2965,5.99999995,5.99999995,0.0,0.0,0.9999999916666668,0.9999999986111111,86400.0,5.99999995,86400.0,5.99999995,0,1,0
random3sat_realistic_670.cnf,DPLL,120.0,480.0,0.002,UNSAT,WalkSAT_Optimized,120.0,480.0,UNSAT,0.1787,3.999999966666667,3.999999966666667,0.0,0.0,0.9999999916666668,0.9999999979166667,57600.0,3.999999966666667,57600.0,3.999999966666667,0,1,0
random3sat_realistic_671.cnf,DPLL,90.0,360.0,0.0019,UNSAT,WalkSAT_Optimized,90.0,360.0,UNSAT,0.2327,3.9999999555555563,3.9999999555555563,0.0,0.0,0.9999999888888891,0.9999999972222222,32400.0,3.9999999555555563,32400.0,3.9999999555555563,0,1,0
random3sat_realistic_673.cnf,DPLL,100.0,600.0,0.0,UNSAT,WalkSAT_Optimized,100.0,600.0,UNSAT,0.3114,5.99999994,5.99999994,0.0,0.0,0.9999999900000002,0.9999999983333333,60000.0,5.99999994,60000.0,5.99999994,0,1,0
random3sat_realistic_674.cnf,DPLL,120.0,360.0,0.0,SAT,WalkSAT_Optimized,120.0,360.0,SAT,0.1158,2.999999975,2.999999975,0.0,0.0,0.9999999916666668,0.9999999972222222,43200.0,2.999999975,43200.0,2.999999975,0,1,0
random3sat_realistic_672.cnf,DPLL,100.0,500.0,0.0,UNSAT,WalkSAT_Optimized,100.0,500.0,UNSAT,0.2389,4.99999995,4.99999995,0.0,0.0,0.9999999900000002,0.9999999980000001,50000.0,4.99999995,50000.0,4.99999995,0,1,0
random3sat_realistic_677.cnf,DPLL,60.0,180.0,0.0,SAT,WalkSAT_Optimized,60.0,180.0,SAT,0.0067,2.9999999500000007,2.9999999500000007,0.0,0.0,0.9999999833333336,0.9999999944444445,10800.0,2.9999999500000007,10800.0,2.9999999500000007,0,1,0
