instance,solver_dpll,num_vars_dpll,num_clauses_dpll,runtime_seconds_dpll,result_dpll,solver_walksat,num_vars_walksat,num_clauses_walksat,result_walksat,runtime_seconds_walksat,ratio_dpll,ratio_walksat,var_diff,clause_diff,var_ratio,clause_ratio,vars_times_clauses_dpll,clause_density_dpll,vars_times_clauses_walksat,clause_density_walksat,is_sudoku,is_random3sat,best_solver_actual
random3sat_realistic_27.cnf,DPLL,60.0,360.0,0.001,UNSAT,WalkSAT_Optimized,60.0,360.0,UNSAT,0.2544,5.9999999000000015,5.9999999000000015,0.0,0.0,0.9999999833333336,0.9999999972222222,21600.0,5.9999999000000015,21600.0,5.9999999000000015,0,1,0
random3sat_realistic_273.cnf,DPLL,60.0,360.0,0.0,UNSAT,WalkSAT_Optimized,60.0,360.0,UNSAT,0.2472,5.9999999000000015,5.9999999000000015,0.0,0.0,0.9999999833333336,0.9999999972222222,21600.0,5.9999999000000015,21600.0,5.9999999000000015,0,1,0
random3sat_realistic_271.cnf,DPLL,70.0,420.0,0.001,UNSAT,WalkSAT_Optimized,70.0,420.0,UNSAT,0.2672,5.999999914285715,5.999999914285715,0.0,0.0,0.9999999857142859,0.9999999976190477,29400.0,5.999999914285715,29400.0,5.999999914285715,0,1,0
random3sat_realistic_276.cnf,DPLL,100.0,600.0,0.001,UNSAT,WalkSAT_Optimized,100.0,600.0,UNSAT,0.2743,5.99999994,5.99999994,0.0,0.0,0.9999999900000002,0.9999999983333333,60000.0,5.99999994,60000.0,5.99999994,0,1,0
random3sat_realistic_278.cnf,DPLL,70.0,350.0,0.001,UNSAT,WalkSAT_Optimized,70.0,350.0,UNSAT,0.2125,4.999999928571429,4.999999928571429,0.0,0.0,0.9999999857142859,0.9999999971428571,24500.0,4.999999928571429,24500.0,4.999999928571429,0,1,0
random3sat_realistic_275.cnf,DPLL,120.0,720.0,0.001,UNSAT,WalkSAT_Optimized,120.0,720.0,UNSAT,0.301,5.99999995,5.99999995,0.0,0.0,0.9999999916666668,0.9999999986111111,86400.0,5.99999995,86400.0,5.99999995,0,1,0
random3sat_realistic_277.cnf,DPLL,120.0,720.0,0.001,UNSAT,WalkSAT_Optimized,120.0,720.0,UNSAT,0.2921,5.99999995,5.99999995,0.0,0.0,0.9999999916666668,0.9999999986111111,86400.0,5.99999995,86400.0,5.99999995,0,1,0
random3sat_realistic_279.cnf,DPLL,60.0,180.0,0.0035,SAT,WalkSAT_Optimized,60.0,180.0,SAT,0.003,2.9999999500000007,2.9999999500000007,0.0,0.0,0.9999999833333336,0.9999999944444445,10800.0,2.9999999500000007,10800.0,2.9999999500000007,0,1,1
random3sat_realistic_28.cnf,DPLL,150.0,750.0,0.005,UNSAT,WalkSAT_Optimized,150.0,750.0,UNSAT,0.2449,4.999999966666667,4.999999966666667,0.0,0.0,0.9999999933333334,0.9999999986666667,112500.0,4.999999966666667,112500.0,4.999999966666667,0,1,0
random3sat_realistic_280.cnf,DPLL,80.0,400.0,0.007,UNSAT,WalkSAT_Optimized,80.0,400.0,UNSAT,0.2301,4.999999937500001,4.999999937500001,0.0,0.0,0.9999999875000002,0.9999999975,32000.0,4.999999937500001,32000.0,4.999999937500001,0,1,0
random3sat_realistic_282.cnf,DPLL,50.0,250.0,0.001,UNSAT,WalkSAT_Optimized,50.0,250.0,UNSAT,0.243,4.999999900000002,4.999999900000002,0.0,0.0,0.9999999800000005,0.999999996,12500.0,4.999999900000002,12500.0,4.999999900000002,0,1,0
random3sat_realistic_281.cnf,DPLL,100.0,400.0,0.001,UNSAT,WalkSAT_Optimized,100.0,400.0,UNSAT,0.198,3.9999999600000007,3.9999999600000007,0.0,0.0,0.9999999900000002,0.9999999975,40000.0,3.9999999600000007,40000.0,3.9999999600000007,0,1,0
random3sat_realistic_283.cnf,DPLL,120.0,480.0,0.0014,UNSAT,WalkSAT_Optimized,120.0,480.0,UNSAT,0.1686,3.999999966666667,3.999999966666667,0.0,0.0,0.9999999916666668,0.9999999979166667,57600.0,3.999999966666667,57600.0,3.999999966666667,0,1,0
random3sat_realistic_284.cnf,DPLL,150.0,750.0,0.0,UNSAT,WalkSAT_Optimized,150.0,750.0,UNSAT,0.2545,4.999999966666667,4.999999966666667,0.0,0.0,0.9999999933333334,0.9999999986666667,112500.0,4.999999966666667,112500.0,4.999999966666667,0,1,0
random3sat_realistic_286.cnf,DPLL,70.0,210.0,0.0011,UNSAT,WalkSAT_Optimized,70.0,210.0,UNSAT,0.1099,2.9999999571428577,2.9999999571428577,0.0,0.0,0.9999999857142859,0.9999999952380952,14700.0,2.9999999571428577,14700.0,2.9999999571428577,0,1,0
random3sat_realistic_29.cnf,DPLL,50.0,250.0,0.003,UNSAT,WalkSAT_Optimized,50.0,250.0,UNSAT,0.228,4.999999900000002,4.999999900000002,0.0,0.0,0.9999999800000005,0.999999996,12500.0,4.999999900000002,12500.0,4.999999900000002,0,1,0
random3sat_realistic_288.cnf,DPLL,60.0,360.0,0.002,UNSAT,WalkSAT_Optimized,60.0,360.0,UNSAT,0.277,5.9999999000000015,5.9999999000000015,0.0,0.0,0.9999999833333336,0.9999999972222222,21600.0,5.9999999000000015,21600.0,5.9999999000000015,0,1,0
random3sat_realistic_287.cnf,DPLL,80.0,240.0,0.0056,SAT,WalkSAT_Optimized,80.0,240.0,SAT,0.0658,2.9999999625000004,2.9999999625000004,0.0,0.0,0.9999999875000002,0.9999999958333333,19200.0,2.9999999625000004,19200.0,2.9999999625000004,0,1,0
random3sat_realistic_289.cnf,DPLL,80.0,320.0,0.0055,UNSAT,WalkSAT_Optimized,80.0,320.0,UNSAT,0.1799,3.9999999500000007,3.9999999500000007,0.0,0.0,0.9999999875000002,0.999999996875,25600.0,3.9999999500000007,25600.0,3.9999999500000007,0,1,0
random3sat_realistic_291.cnf,DPLL,80.0,480.0,0.001,UNSAT,WalkSAT_Optimized,80.0,480.0,UNSAT,0.2988,5.999999925000001,5.999999925000001,0.0,0.0,0.9999999875000002,0.9999999979166667,38400.0,5.999999925000001,38400.0,5.999999925000001,0,1,0
random3sat_realistic_290.cnf,DPLL,50.0,250.0,0.002,UNSAT,WalkSAT_Optimized,50.0,250.0,UNSAT,0.2133,4.999999900000002,4.999999900000002,0.0,0.0,0.9999999800000005,0.999999996,12500.0,4.999999900000002,12500.0,4.999999900000002,0,1,0
random3sat_realistic_292.cnf,DPLL,60.0,300.0,0.002,UNSAT,WalkSAT_Optimized,60.0,300.0,UNSAT,0.2186,4.999999916666669,4.999999916666669,0.0,0.0,0.9999999833333336,0.9999999966666667,18000.0,4.999999916666669,18000.0,4.999999916666669,0,1,0
random3sat_realistic_293.cnf,DPLL,50.0,300.0,0.002,UNSAT,WalkSAT_Optimized,50.0,300.0,UNSAT,0.2441,5.9999998800000025,5.9999998800000025,0.0,0.0,0.9999999800000005,0.9999999966666667,15000.0,5.9999998800000025,15000.0,5.9999998800000025,0,1,0
random3sat_realistic_295.cnf,DPLL,60.0,240.0,0.0,UNSAT,WalkSAT_Optimized,60.0,240.0,UNSAT,0.1711,3.9999999333333345,3.9999999333333345,0.0,0.0,0.9999999833333336,0.9999999958333333,14400.0,3.9999999333333345,14400.0,3.9999999333333345,0,1,0
random3sat_realistic_294.cnf,DPLL,80.0,400.0,0.001,UNSAT,WalkSAT_Optimized,80.0,400.0,UNSAT,0.2168,4.999999937500001,4.999999937500001,0.0,0.0,0.9999999875000002,0.9999999975,32000.0,4.999999937500001,32000.0,4.999999937500001,0,1,0
random3sat_realistic_296.cnf,DPLL,70.0,210.0,0.0035,SAT,WalkSAT_Optimized,70.0,210.0,SAT,0.0406,2.9999999571428577,2.9999999571428577,0.0,0.0,0.9999999857142859,0.9999999952380952,14700.0,2.9999999571428577,14700.0,2.9999999571428577,0,1,0
random3sat_realistic_297.cnf,DPLL,60.0,180.0,0.003,SAT,WalkSAT_Optimized,60.0,180.0,SAT,0.0368,2.9999999500000007,2.9999999500000007,0.0,0.0,0.9999999833333336,0.9999999944444445,10800.0,2.9999999500000007,10800.0,2.9999999500000007,0,1,0
random3sat_realistic_298.cnf,DPLL,90.0,360.0,0.004,UNSAT,WalkSAT_Optimized,90.0,360.0,UNSAT,0.1773,3.9999999555555563,3.9999999555555563,0.0,0.0,0.9999999888888891,0.9999999972222222,32400.0,3.9999999555555563,32400.0,3.9999999555555563,0,1,0
random3sat_realistic_299.cnf,DPLL,80.0,480.0,0.0053,UNSAT,WalkSAT_Optimized,80.0,480.0,UNSAT,0.2742,5.999999925000001,5.999999925000001,0.0,0.0,0.9999999875000002,0.9999999979166667,38400.0,5.999999925000001,38400.0,5.999999925000001,0,1,0
random3sat_realistic_3.cnf,DPLL,60.0,240.0,0.0043,UNSAT,WalkSAT_Optimized,60.0,240.0,UNSAT,0.1693,3.9999999333333345,3.9999999333333345,0.0,0.0,0.9999999833333336,0.9999999958333333,14400.0,3.9999999333333345,14400.0,3.9999999333333345,0,1,0
random3sat_realistic_300.cnf,DPLL,100.0,300.0,0.0025,UNSAT,WalkSAT_Optimized,100.0,300.0,UNSAT,0.1375,2.99999997,2.99999997,0.0,0.0,0.9999999900000002,0.9999999966666667,30000.0,2.99999997,30000.0,2.99999997,0,1,0
random3sat_realistic_30.cnf,DPLL,120.0,720.0,0.0015,UNSAT,WalkSAT_Optimized,120.0,720.0,UNSAT,0.2909,5.99999995,5.99999995,0.0,0.0,0.9999999916666668,0.9999999986111111,86400.0,5.99999995,86400.0,5.99999995,0,1,0
random3sat_realistic_301.cnf,DPLL,90.0,270.0,0.002,UNSAT,WalkSAT_Optimized,90.0,270.0,UNSAT,0.1354,2.999999966666667,2.999999966666667,0.0,0.0,0.9999999888888891,0.9999999962962963,24300.0,2.999999966666667,24300.0,2.999999966666667,0,1,0
random3sat_realistic_302.cnf,DPLL,150.0,900.0,0.002,UNSAT,WalkSAT_Optimized,150.0,900.0,UNSAT,0.3074,5.99999996,5.99999996,0.0,0.0,0.9999999933333334,0.9999999988888889,135000.0,5.99999996,135000.0,5.99999996,0,1,0
random3sat_realistic_303.cnf,DPLL,50.0,200.0,0.0,UNSAT,WalkSAT_Optimized,50.0,200.0,UNSAT,0.1644,3.999999920000002,3.999999920000002,0.0,0.0,0.9999999800000005,0.999999995,10000.0,3.999999920000002,10000.0,3.999999920000002,0,1,0
random3sat_realistic_304.cnf,DPLL,150.0,450.0,0.0025,UNSAT,WalkSAT_Optimized,150.0,450.0,UNSAT,0.1511,2.99999998,2.99999998,0.0,0.0,0.9999999933333334,0.9999999977777778,67500.0,2.99999998,67500.0,2.99999998,0,1,0
random3sat_realistic_307.cnf,DPLL,50.0,300.0,0.001,UNSAT,WalkSAT_Optimized,50.0,300.0,UNSAT,0.2758,5.9999998800000025,5.9999998800000025,0.0,0.0,0.9999999800000005,0.9999999966666667,15000.0,5.9999998800000025,15000.0,5.9999998800000025,0,1,0
random3sat_realistic_308.cnf,DPLL,50.0,300.0,0.001,UNSAT,WalkSAT_Optimized,50.0,300.0,UNSAT,0.2498,5.9999998800000025,5.9999998800000025,0.0,0.0,0.9999999800000005,0.9999999966666667,15000.0,5.9999998800000025,15000.0,5.9999998800000025,0,1,0
random3sat_realistic_306.cnf,DPLL,90.0,360.0,0.001,UNSAT,WalkSAT_Optimized,90.0,360.0,UNSAT,0.1825,3.9999999555555563,3.9999999555555563,0.0,0.0,0.9999999888888891,0.9999999972222222,32400.0,3.9999999555555563,32400.0,3.9999999555555563,0,1,0
random3sat_realistic_309.cnf,DPLL,70.0,420.0,0.001,UNSAT,WalkSAT_Optimized,70.0,420.0,UNSAT,0.2877,5.999999914285715,5.999999914285715,0.0,0.0,0.9999999857142859,0.9999999976190477,29400.0,5.999999914285715,29400.0,5.999999914285715,0,1,0
random3sat_realistic_31.cnf,DPLL,50.0,200.0,0.0,UNSAT,WalkSAT_Optimized,50.0,200.0,UNSAT,0.1766,3.999999920000002,3.999999920000002,0.0,0.0,0.9999999800000005,0.999999995,10000.0,3.999999920000002,10000.0,3.999999920000002,0,1,0
random3sat_realistic_310.cnf,DPLL,70.0,210.0,0.003,SAT,WalkSAT_Optimized,70.0,210.0,SAT,0.043,2.9999999571428577,2.9999999571428577,0.0,0.0,0.9999999857142859,0.9999999952380952,14700.0,2.9999999571428577,14700.0,2.9999999571428577,0,1,0
random3sat_realistic_311.cnf,DPLL,60.0,360.0,0.0,UNSAT,WalkSAT_Optimized,60.0,360.0,UNSAT,0.2569,5.9999999000000015,5.9999999000000015,0.0,0.0,0.9999999833333336,0.9999999972222222,21600.0,5.9999999000000015,21600.0,5.9999999000000015,0,1,0
random3sat_realistic_315.cnf,DPLL,150.0,600.0,0.001,UNSAT,WalkSAT_Optimized,150.0,600.0,UNSAT,0.1871,3.999999973333334,3.999999973333334,0.0,0.0,0.9999999933333334,0.9999999983333333,90000.0,3.999999973333334,90000.0,3.999999973333334,0,1,0
random3sat_realistic_313.cnf,DPLL,60.0,360.0,0.002,UNSAT,WalkSAT_Optimized,60.0,360.0,UNSAT,0.2724,5.9999999000000015,5.9999999000000015,0.0,0.0,0.9999999833333336,0.9999999972222222,21600.0,5.9999999000000015,21600.0,5.9999999000000015,0,1,0
random3sat_realistic_314.cnf,DPLL,150.0,750.0,0.0,UNSAT,WalkSAT_Optimized,150.0,750.0,UNSAT,0.2561,4.999999966666667,4.999999966666667,0.0,0.0,0.9999999933333334,0.9999999986666667,112500.0,4.999999966666667,112500.0,4.999999966666667,0,1,0
random3sat_realistic_312.cnf,DPLL,90.0,360.0,0.0,UNSAT,WalkSAT_Optimized,90.0,360.0,UNSAT,0.1734,3.9999999555555563,3.9999999555555563,0.0,0.0,0.9999999888888891,0.9999999972222222,32400.0,3.9999999555555563,32400.0,3.9999999555555563,0,1,0
random3sat_realistic_319.cnf,DPLL,60.0,300.0,0.001,UNSAT,WalkSAT_Optimized,60.0,300.0,UNSAT,0.1931,4.999999916666669,4.999999916666669,0.0,0.0,0.9999999833333336,0.9999999966666667,18000.0,4.999999916666669,18000.0,4.999999916666669,0,1,0
random3sat_realistic_317.cnf,DPLL,80.0,320.0,0.001,UNSAT,WalkSAT_Optimized,80.0,320.0,UNSAT,0.1747,3.9999999500000007,3.9999999500000007,0.0,0.0,0.9999999875000002,0.999999996875,25600.0,3.9999999500000007,25600.0,3.9999999500000007,0,1,0
random3sat_realistic_318.cnf,DPLL,50.0,150.0,0.002,SAT,WalkSAT_Optimized,50.0,150.0,SAT,0.0157,2.9999999400000013,2.9999999400000013,0.0,0.0,0.9999999800000005,0.9999999933333334,7500.0,2.9999999400000013,7500.0,2.9999999400000013,0,1,0
random3sat_realistic_316.cnf,DPLL,80.0,320.0,0.0015,UNSAT,WalkSAT_Optimized,80.0,320.0,UNSAT,0.1881,3.9999999500000007,3.9999999500000007,0.0,0.0,0.9999999875000002,0.999999996875,25600.0,3.9999999500000007,25600.0,3.9999999500000007,0,1,0
random3sat_realistic_322.cnf,DPLL,120.0,360.0,0.0005,SAT,WalkSAT_Optimized,120.0,360.0,SAT,0.0456,2.999999975,2.999999975,0.0,0.0,0.9999999916666668,0.9999999972222222,43200.0,2.999999975,43200.0,2.999999975,0,1,0
random3sat_realistic_320.cnf,DPLL,100.0,600.0,0.0015,UNSAT,WalkSAT_Optimized,100.0,600.0,UNSAT,0.2789,5.99999994,5.99999994,0.0,0.0,0.9999999900000002,0.9999999983333333,60000.0,5.99999994,60000.0,5.99999994,0,1,0
random3sat_realistic_32.cnf,DPLL,70.0,350.0,0.0045,UNSAT,WalkSAT_Optimized,70.0,350.0,UNSAT,0.2071,4.999999928571429,4.999999928571429,0.0,0.0,0.9999999857142859,0.9999999971428571,24500.0,4.999999928571429,24500.0,4.999999928571429,0,1,0
random3sat_realistic_321.cnf,DPLL,120.0,360.0,0.004,UNSAT,WalkSAT_Optimized,120.0,360.0,UNSAT,0.1411,2.999999975,2.999999975,0.0,0.0,0.9999999916666668,0.9999999972222222,43200.0,2.999999975,43200.0,2.999999975,0,1,0
random3sat_realistic_324.cnf,DPLL,70.0,350.0,0.001,UNSAT,WalkSAT_Optimized,70.0,350.0,UNSAT,0.2236,4.999999928571429,4.999999928571429,0.0,0.0,0.9999999857142859,0.9999999971428571,24500.0,4.999999928571429,24500.0,4.999999928571429,0,1,0
random3sat_realistic_325.cnf,DPLL,50.0,200.0,0.002,UNSAT,WalkSAT_Optimized,50.0,200.0,UNSAT,0.1935,3.999999920000002,3.999999920000002,0.0,0.0,0.9999999800000005,0.999999995,10000.0,3.999999920000002,10000.0,3.999999920000002,0,1,0
random3sat_realistic_323.cnf,DPLL,60.0,240.0,0.002,UNSAT,WalkSAT_Optimized,60.0,240.0,UNSAT,0.1722,3.9999999333333345,3.9999999333333345,0.0,0.0,0.9999999833333336,0.9999999958333333,14400.0,3.9999999333333345,14400.0,3.9999999333333345,0,1,0
random3sat_realistic_328.cnf,DPLL,50.0,200.0,0.0025,UNSAT,WalkSAT_Optimized,50.0,200.0,UNSAT,0.1713,3.999999920000002,3.999999920000002,0.0,0.0,0.9999999800000005,0.999999995,10000.0,3.999999920000002,10000.0,3.999999920000002,0,1,0
random3sat_realistic_327.cnf,DPLL,90.0,360.0,0.0015,UNSAT,WalkSAT_Optimized,90.0,360.0,UNSAT,0.1987,3.9999999555555563,3.9999999555555563,0.0,0.0,0.9999999888888891,0.9999999972222222,32400.0,3.9999999555555563,32400.0,3.9999999555555563,0,1,0
random3sat_realistic_329.cnf,DPLL,60.0,180.0,0.0025,SAT,WalkSAT_Optimized,60.0,180.0,SAT,0.0059,2.9999999500000007,2.9999999500000007,0.0,0.0,0.9999999833333336,0.9999999944444445,10800.0,2.9999999500000007,10800.0,2.9999999500000007,0,1,0
random3sat_realistic_326.cnf,DPLL,90.0,450.0,0.0025,UNSAT,WalkSAT_Optimized,90.0,450.0,UNSAT,0.224,4.999999944444445,4.999999944444445,0.0,0.0,0.9999999888888891,0.9999999977777778,40500.0,4.999999944444445,40500.0,4.999999944444445,0,1,0
random3sat_realistic_33.cnf,DPLL,60.0,360.0,0.002,UNSAT,WalkSAT_Optimized,60.0,360.0,UNSAT,0.2601,5.9999999000000015,5.9999999000000015,0.0,0.0,0.9999999833333336,0.9999999972222222,21600.0,5.9999999000000015,21600.0,5.9999999000000015,0,1,0
random3sat_realistic_331.cnf,DPLL,90.0,540.0,0.003,UNSAT,WalkSAT_Optimized,90.0,540.0,UNSAT,0.282,5.999999933333334,5.999999933333334,0.0,0.0,0.9999999888888891,0.9999999981481481,48600.0,5.999999933333334,48600.0,5.999999933333334,0,1,0
random3sat_realistic_332.cnf,DPLL,70.0,210.0,0.0055,UNSAT,WalkSAT_Optimized,70.0,210.0,UNSAT,0.131,2.9999999571428577,2.9999999571428577,0.0,0.0,0.9999999857142859,0.9999999952380952,14700.0,2.9999999571428577,14700.0,2.9999999571428577,0,1,0
random3sat_realistic_335.cnf,DPLL,50.0,250.0,0.0009,UNSAT,WalkSAT_Optimized,50.0,250.0,UNSAT,0.2227,4.999999900000002,4.999999900000002,0.0,0.0,0.9999999800000005,0.999999996,12500.0,4.999999900000002,12500.0,4.999999900000002,0,1,0
random3sat_realistic_333.cnf,DPLL,100.0,500.0,0.0019,UNSAT,WalkSAT_Optimized,100.0,500.0,UNSAT,0.2217,4.99999995,4.99999995,0.0,0.0,0.9999999900000002,0.9999999980000001,50000.0,4.99999995,50000.0,4.99999995,0,1,0
random3sat_realistic_334.cnf,DPLL,120.0,720.0,0.004,UNSAT,WalkSAT_Optimized,120.0,720.0,UNSAT,0.2684,5.99999995,5.99999995,0.0,0.0,0.9999999916666668,0.9999999986111111,86400.0,5.99999995,86400.0,5.99999995,0,1,0
random3sat_realistic_336.cnf,DPLL,90.0,360.0,0.002,UNSAT,WalkSAT_Optimized,90.0,360.0,UNSAT,0.2046,3.9999999555555563,3.9999999555555563,0.0,0.0,0.9999999888888891,0.9999999972222222,32400.0,3.9999999555555563,32400.0,3.9999999555555563,0,1,0
random3sat_realistic_337.cnf,DPLL,100.0,300.0,0.002,SAT,WalkSAT_Optimized,100.0,300.0,SAT,0.0044,2.99999997,2.99999997,0.0,0.0,0.9999999900000002,0.9999999966666667,30000.0,2.99999997,30000.0,2.99999997,0,1,0
random3sat_realistic_340.cnf,DPLL,70.0,350.0,0.0,UNSAT,WalkSAT_Optimized,70.0,350.0,UNSAT,0.2093,4.999999928571429,4.999999928571429,0.0,0.0,0.9999999857142859,0.9999999971428571,24500.0,4.999999928571429,24500.0,4.999999928571429,0,1,0
random3sat_realistic_34.cnf,DPLL,90.0,540.0,0.001,UNSAT,WalkSAT_Optimized,90.0,540.0,UNSAT,0.2678,5.999999933333334,5.999999933333334,0.0,0.0,0.9999999888888891,0.9999999981481481,48600.0,5.999999933333334,48600.0,5.999999933333334,0,1,0
random3sat_realistic_339.cnf,DPLL,90.0,360.0,0.001,UNSAT,WalkSAT_Optimized,90.0,360.0,UNSAT,0.1641,3.9999999555555563,3.9999999555555563,0.0,0.0,0.9999999888888891,0.9999999972222222,32400.0,3.9999999555555563,32400.0,3.9999999555555563,0,1,0
random3sat_realistic_338.cnf,DPLL,70.0,280.0,0.004,UNSAT,WalkSAT_Optimized,70.0,280.0,UNSAT,0.161,3.9999999428571438,3.9999999428571438,0.0,0.0,0.9999999857142859,0.9999999964285714,19600.0,3.9999999428571438,19600.0,3.9999999428571438,0,1,0
random3sat_realistic_341.cnf,DPLL,120.0,480.0,0.002,UNSAT,WalkSAT_Optimized,120.0,480.0,UNSAT,0.1704,3.999999966666667,3.999999966666667,0.0,0.0,0.9999999916666668,0.9999999979166667,57600.0,3.999999966666667,57600.0,3.999999966666667,0,1,0
random3sat_realistic_343.cnf,DPLL,60.0,300.0,0.001,UNSAT,WalkSAT_Optimized,60.0,300.0,UNSAT,0.2571,4.999999916666669,4.999999916666669,0.0,0.0,0.9999999833333336,0.9999999966666667,18000.0,4.999999916666669,18000.0,4.999999916666669,0,1,0
random3sat_realistic_347.cnf,DPLL,70.0,350.0,0.002,UNSAT,WalkSAT_Optimized,70.0,350.0,UNSAT,0.2097,4.999999928571429,4.999999928571429,0.0,0.0,0.9999999857142859,0.9999999971428571,24500.0,4.999999928571429,24500.0,4.999999928571429,0,1,0
random3sat_realistic_346.cnf,DPLL,80.0,480.0,0.001,UNSAT,WalkSAT_Optimized,80.0,480.0,UNSAT,0.2681,5.999999925000001,5.999999925000001,0.0,0.0,0.9999999875000002,0.9999999979166667,38400.0,5.999999925000001,38400.0,5.999999925000001,0,1,0
random3sat_realistic_345.cnf,DPLL,100.0,300.0,0.002,SAT,WalkSAT_Optimized,100.0,300.0,SAT,0.024,2.99999997,2.99999997,0.0,0.0,0.9999999900000002,0.9999999966666667,30000.0,2.99999997,30000.0,2.99999997,0,1,0
random3sat_realistic_348.cnf,DPLL,120.0,360.0,0.0035,UNSAT,WalkSAT_Optimized,120.0,360.0,UNSAT,0.1352,2.999999975,2.999999975,0.0,0.0,0.9999999916666668,0.9999999972222222,43200.0,2.999999975,43200.0,2.999999975,0,1,0
random3sat_realistic_349.cnf,DPLL,100.0,500.0,0.0,UNSAT,WalkSAT_Optimized,100.0,500.0,UNSAT,0.2232,4.99999995,4.99999995,0.0,0.0,0.9999999900000002,0.9999999980000001,50000.0,4.99999995,50000.0,4.99999995,0,1,0
random3sat_realistic_35.cnf,DPLL,50.0,250.0,0.001,UNSAT,WalkSAT_Optimized,50.0,250.0,UNSAT,0.2057,4.999999900000002,4.999999900000002,0.0,0.0,0.9999999800000005,0.999999996,12500.0,4.999999900000002,12500.0,4.999999900000002,0,1,0
random3sat_realistic_350.cnf,DPLL,80.0,320.0,0.001,UNSAT,WalkSAT_Optimized,80.0,320.0,UNSAT,0.1618,3.9999999500000007,3.9999999500000007,0.0,0.0,0.9999999875000002,0.999999996875,25600.0,3.9999999500000007,25600.0,3.9999999500000007,0,1,0
random3sat_realistic_352.cnf,DPLL,50.0,150.0,0.001,SAT,WalkSAT_Optimized,50.0,150.0,SAT,0.0043,2.9999999400000013,2.9999999400000013,0.0,0.0,0.9999999800000005,0.9999999933333334,7500.0,2.9999999400000013,7500.0,2.9999999400000013,0,1,0
random3sat_realistic_351.cnf,DPLL,120.0,600.0,0.001,UNSAT,WalkSAT_Optimized,120.0,600.0,UNSAT,0.2331,4.999999958333333,4.999999958333333,0.0,0.0,0.9999999916666668,0.9999999983333333,72000.0,4.999999958333333,72000.0,4.999999958333333,0,1,0
random3sat_realistic_353.cnf,DPLL,50.0,150.0,0.0,SAT,WalkSAT_Optimized,50.0,150.0,SAT,0.0233,2.9999999400000013,2.9999999400000013,0.0,0.0,0.9999999800000005,0.9999999933333334,7500.0,2.9999999400000013,7500.0,2.9999999400000013,0,1,0
random3sat_realistic_354.cnf,DPLL,120.0,720.0,0.0035,UNSAT,WalkSAT_Optimized,120.0,720.0,UNSAT,0.2776,5.99999995,5.99999995,0.0,0.0,0.9999999916666668,0.9999999986111111,86400.0,5.99999995,86400.0,5.99999995,0,1,0
random3sat_realistic_357.cnf,DPLL,50.0,250.0,0.001,UNSAT,WalkSAT_Optimized,50.0,250.0,UNSAT,0.1987,4.999999900000002,4.999999900000002,0.0,0.0,0.9999999800000005,0.999999996,12500.0,4.999999900000002,12500.0,4.999999900000002,0,1,0
random3sat_realistic_355.cnf,DPLL,60.0,360.0,0.001,UNSAT,WalkSAT_Optimized,60.0,360.0,UNSAT,0.2695,5.9999999000000015,5.9999999000000015,0.0,0.0,0.9999999833333336,0.9999999972222222,21600.0,5.9999999000000015,21600.0,5.9999999000000015,0,1,0
random3sat_realistic_356.cnf,DPLL,60.0,300.0,0.002,UNSAT,WalkSAT_Optimized,60.0,300.0,UNSAT,0.2205,4.999999916666669,4.999999916666669,0.0,0.0,0.9999999833333336,0.9999999966666667,18000.0,4.999999916666669,18000.0,4.999999916666669,0,1,0
random3sat_realistic_359.cnf,DPLL,50.0,150.0,0.001,SAT,WalkSAT_Optimized,50.0,150.0,SAT,0.0077,2.9999999400000013,2.9999999400000013,0.0,0.0,0.9999999800000005,0.9999999933333334,7500.0,2.9999999400000013,7500.0,2.9999999400000013,0,1,0
random3sat_realistic_358.cnf,DPLL,70.0,350.0,0.002,UNSAT,WalkSAT_Optimized,70.0,350.0,UNSAT,0.2226,4.999999928571429,4.999999928571429,0.0,0.0,0.9999999857142859,0.9999999971428571,24500.0,4.999999928571429,24500.0,4.999999928571429,0,1,0
random3sat_realistic_360.cnf,DPLL,50.0,300.0,0.001,UNSAT,WalkSAT_Optimized,50.0,300.0,UNSAT,0.2705,5.9999998800000025,5.9999998800000025,0.0,0.0,0.9999999800000005,0.9999999966666667,15000.0,5.9999998800000025,15000.0,5.9999998800000025,0,1,0
random3sat_realistic_36.cnf,DPLL,60.0,300.0,0.002,UNSAT,WalkSAT_Optimized,60.0,300.0,UNSAT,0.2126,4.999999916666669,4.999999916666669,0.0,0.0,0.9999999833333336,0.9999999966666667,18000.0,4.999999916666669,18000.0,4.999999916666669,0,1,0
random3sat_realistic_361.cnf,DPLL,60.0,180.0,0.0025,SAT,WalkSAT_Optimized,60.0,180.0,SAT,0.0028,2.9999999500000007,2.9999999500000007,0.0,0.0,0.9999999833333336,0.9999999944444445,10800.0,2.9999999500000007,10800.0,2.9999999500000007,0,1,0
random3sat_realistic_362.cnf,DPLL,80.0,320.0,0.0025,UNSAT,WalkSAT_Optimized,80.0,320.0,UNSAT,0.1552,3.9999999500000007,3.9999999500000007,0.0,0.0,0.9999999875000002,0.999999996875,25600.0,3.9999999500000007,25600.0,3.9999999500000007,0,1,0
