instance,solver,num_vars,num_clauses,result,runtime_seconds
random3sat_realistic_303.cnf,WalkSAT_Optimized,50,200,UNSAT,0.1644
random3sat_realistic_302.cnf,WalkSAT_Optimized,150,900,UNSAT,0.3074
random3sat_realistic_306.cnf,WalkSAT_Optimized,90,360,UNSAT,0.1825
random3sat_realistic_305.cnf,WalkSAT_Optimized,90,540,UNSAT,0.2982
random3sat_realistic_307.cnf,WalkSAT_Optimized,50,300,UNSAT,0.2758
random3sat_realistic_308.cnf,WalkSAT_Optimized,50,300,UNSAT,0.2498
random3sat_realistic_310.cnf,WalkSAT_Optimized,70,210,SAT,0.043
random3sat_realistic_31.cnf,WalkSAT_Optimized,50,200,UNSAT,0.1766
random3sat_realistic_309.cnf,WalkSAT_Optimized,70,420,UNSAT,0.2877
random3sat_realistic_312.cnf,WalkSAT_Optimized,90,360,UNSAT,0.1734
random3sat_realistic_311.cnf,WalkSAT_Optimized,60,360,UNSAT,0.2569
random3sat_realistic_313.cnf,WalkSAT_Optimized,60,360,UNSAT,0.2724
random3sat_realistic_315.cnf,WalkSAT_Optimized,150,600,UNSAT,0.1871
random3sat_realistic_314.cnf,WalkSAT_Optimized,150,750,UNSAT,0.2561
random3sat_realistic_318.cnf,WalkSAT_Optimized,50,150,SAT,0.0157
random3sat_realistic_316.cnf,WalkSAT_Optimized,80,320,UNSAT,0.1881
random3sat_realistic_317.cnf,WalkSAT_Optimized,80,320,UNSAT,0.1747
random3sat_realistic_319.cnf,WalkSAT_Optimized,60,300,UNSAT,0.1931
random3sat_realistic_32.cnf,WalkSAT_Optimized,70,350,UNSAT,0.2071
random3sat_realistic_322.cnf,WalkSAT_Optimized,120,360,SAT,0.0456
random3sat_realistic_321.cnf,WalkSAT_Optimized,120,360,UNSAT,0.1411
random3sat_realistic_320.cnf,WalkSAT_Optimized,100,600,UNSAT,0.2789
random3sat_realistic_323.cnf,WalkSAT_Optimized,60,240,UNSAT,0.1722
random3sat_realistic_324.cnf,WalkSAT_Optimized,70,350,UNSAT,0.2236
random3sat_realistic_325.cnf,WalkSAT_Optimized,50,200,UNSAT,0.1935
random3sat_realistic_329.cnf,WalkSAT_Optimized,60,180,SAT,0.0059
random3sat_realistic_326.cnf,WalkSAT_Optimized,90,450,UNSAT,0.224
random3sat_realistic_327.cnf,WalkSAT_Optimized,90,360,UNSAT,0.1987
random3sat_realistic_328.cnf,WalkSAT_Optimized,50,200,UNSAT,0.1713
random3sat_realistic_330.cnf,WalkSAT_Optimized,120,360,UNSAT,0.1335
random3sat_realistic_33.cnf,WalkSAT_Optimized,60,360,UNSAT,0.2601
random3sat_realistic_332.cnf,WalkSAT_Optimized,70,210,UNSAT,0.131
random3sat_realistic_331.cnf,WalkSAT_Optimized,90,540,UNSAT,0.282
random3sat_realistic_333.cnf,WalkSAT_Optimized,100,500,UNSAT,0.2217
random3sat_realistic_337.cnf,WalkSAT_Optimized,100,300,SAT,0.0044
random3sat_realistic_335.cnf,WalkSAT_Optimized,50,250,UNSAT,0.2227
random3sat_realistic_334.cnf,WalkSAT_Optimized,120,720,UNSAT,0.2684
random3sat_realistic_336.cnf,WalkSAT_Optimized,90,360,UNSAT,0.2046
random3sat_realistic_338.cnf,WalkSAT_Optimized,70,280,UNSAT,0.161
random3sat_realistic_339.cnf,WalkSAT_Optimized,90,360,UNSAT,0.1641
random3sat_realistic_341.cnf,WalkSAT_Optimized,120,480,UNSAT,0.1704
random3sat_realistic_340.cnf,WalkSAT_Optimized,70,350,UNSAT,0.2093
random3sat_realistic_34.cnf,WalkSAT_Optimized,90,540,UNSAT,0.2678
random3sat_realistic_345.cnf,WalkSAT_Optimized,100,300,SAT,0.024
random3sat_realistic_344.cnf,WalkSAT_Optimized,150,450,UNSAT,0.1359
random3sat_realistic_342.cnf,WalkSAT_Optimized,60,360,UNSAT,0.2719
random3sat_realistic_343.cnf,WalkSAT_Optimized,60,300,UNSAT,0.2571
random3sat_realistic_348.cnf,WalkSAT_Optimized,120,360,UNSAT,0.1352
random3sat_realistic_346.cnf,WalkSAT_Optimized,80,480,UNSAT,0.2681
random3sat_realistic_347.cnf,WalkSAT_Optimized,70,350,UNSAT,0.2097
random3sat_realistic_350.cnf,WalkSAT_Optimized,80,320,UNSAT,0.1618
random3sat_realistic_349.cnf,WalkSAT_Optimized,100,500,UNSAT,0.2232
random3sat_realistic_352.cnf,WalkSAT_Optimized,50,150,SAT,0.0043
random3sat_realistic_35.cnf,WalkSAT_Optimized,50,250,UNSAT,0.2057
random3sat_realistic_353.cnf,WalkSAT_Optimized,50,150,SAT,0.0233
random3sat_realistic_351.cnf,WalkSAT_Optimized,120,600,UNSAT,0.2331
random3sat_realistic_356.cnf,WalkSAT_Optimized,60,300,UNSAT,0.2205
random3sat_realistic_354.cnf,WalkSAT_Optimized,120,720,UNSAT,0.2776
random3sat_realistic_355.cnf,WalkSAT_Optimized,60,360,UNSAT,0.2695
random3sat_realistic_359.cnf,WalkSAT_Optimized,50,150,SAT,0.0077
random3sat_realistic_357.cnf,WalkSAT_Optimized,50,250,UNSAT,0.1987
random3sat_realistic_361.cnf,WalkSAT_Optimized,60,180,SAT,0.0028
random3sat_realistic_362.cnf,WalkSAT_Optimized,80,320,UNSAT,0.1552
random3sat_realistic_358.cnf,WalkSAT_Optimized,70,350,UNSAT,0.2226
random3sat_realistic_36.cnf,WalkSAT_Optimized,60,300,UNSAT,0.2126
random3sat_realistic_360.cnf,WalkSAT_Optimized,50,300,UNSAT,0.2705
random3sat_realistic_363.cnf,WalkSAT_Optimized,70,280,UNSAT,0.1772
random3sat_realistic_364.cnf,WalkSAT_Optimized,80,400,UNSAT,0.2159
random3sat_realistic_365.cnf,WalkSAT_Optimized,90,540,UNSAT,0.2727
random3sat_realistic_367.cnf,WalkSAT_Optimized,50,200,UNSAT,0.1634
random3sat_realistic_366.cnf,WalkSAT_Optimized,60,360,UNSAT,0.2837
random3sat_realistic_370.cnf,WalkSAT_Optimized,120,360,SAT,0.0558
random3sat_realistic_368.cnf,WalkSAT_Optimized,70,420,UNSAT,0.2657
random3sat_realistic_371.cnf,WalkSAT_Optimized,50,150,UNSAT,0.1271
random3sat_realistic_369.cnf,WalkSAT_Optimized,80,480,UNSAT,0.2723
random3sat_realistic_37.cnf,WalkSAT_Optimized,100,600,UNSAT,0.2752
random3sat_realistic_372.cnf,WalkSAT_Optimized,70,280,UNSAT,0.1628
random3sat_realistic_375.cnf,WalkSAT_Optimized,50,150,UNSAT,0.1356
random3sat_realistic_373.cnf,WalkSAT_Optimized,100,500,UNSAT,0.2396
random3sat_realistic_374.cnf,WalkSAT_Optimized,60,360,UNSAT,0.24
random3sat_realistic_376.cnf,WalkSAT_Optimized,80,320,UNSAT,0.2058
random3sat_realistic_378.cnf,WalkSAT_Optimized,150,450,UNSAT,0.1382
random3sat_realistic_377.cnf,WalkSAT_Optimized,70,350,UNSAT,0.2406
random3sat_realistic_38.cnf,WalkSAT_Optimized,60,180,UNSAT,0.1294
random3sat_realistic_379.cnf,WalkSAT_Optimized,60,360,UNSAT,0.2877
random3sat_realistic_380.cnf,WalkSAT_Optimized,60,360,UNSAT,0.2726
random3sat_realistic_381.cnf,WalkSAT_Optimized,150,900,UNSAT,0.2934
random3sat_realistic_382.cnf,WalkSAT_Optimized,120,720,UNSAT,0.285
random3sat_realistic_384.cnf,WalkSAT_Optimized,120,360,UNSAT,0.1408
random3sat_realistic_383.cnf,WalkSAT_Optimized,100,500,UNSAT,0.2542
random3sat_realistic_385.cnf,WalkSAT_Optimized,120,480,UNSAT,0.175
random3sat_realistic_388.cnf,WalkSAT_Optimized,150,450,UNSAT,0.1284
random3sat_realistic_386.cnf,WalkSAT_Optimized,70,420,UNSAT,0.2538
random3sat_realistic_387.cnf,WalkSAT_Optimized,60,360,UNSAT,0.2767
random3sat_realistic_39.cnf,WalkSAT_Optimized,80,400,UNSAT,0.2247
random3sat_realistic_390.cnf,WalkSAT_Optimized,90,360,UNSAT,0.174
random3sat_realistic_389.cnf,WalkSAT_Optimized,90,540,UNSAT,0.2751
random3sat_realistic_391.cnf,WalkSAT_Optimized,70,280,UNSAT,0.1774
random3sat_realistic_393.cnf,WalkSAT_Optimized,50,300,UNSAT,0.2329
random3sat_realistic_392.cnf,WalkSAT_Optimized,90,540,UNSAT,0.267
random3sat_realistic_394.cnf,WalkSAT_Optimized,120,720,UNSAT,0.2923
random3sat_realistic_395.cnf,WalkSAT_Optimized,150,750,UNSAT,0.2479
random3sat_realistic_397.cnf,WalkSAT_Optimized,50,200,UNSAT,0.1544
random3sat_realistic_396.cnf,WalkSAT_Optimized,90,360,UNSAT,0.1879
random3sat_realistic_398.cnf,WalkSAT_Optimized,70,350,UNSAT,0.2286
random3sat_realistic_399.cnf,WalkSAT_Optimized,120,600,UNSAT,0.2255
random3sat_realistic_4.cnf,WalkSAT_Optimized,70,350,UNSAT,0.2306
random3sat_realistic_401.cnf,WalkSAT_Optimized,120,360,UNSAT,0.1291
random3sat_realistic_40.cnf,WalkSAT_Optimized,70,420,UNSAT,0.2653
random3sat_realistic_400.cnf,WalkSAT_Optimized,120,600,UNSAT,0.2445
random3sat_realistic_403.cnf,WalkSAT_Optimized,70,280,UNSAT,0.1773
random3sat_realistic_404.cnf,WalkSAT_Optimized,50,200,UNSAT,0.1942
random3sat_realistic_402.cnf,WalkSAT_Optimized,90,540,UNSAT,0.2861
random3sat_realistic_405.cnf,WalkSAT_Optimized,50,250,UNSAT,0.2178
random3sat_realistic_406.cnf,WalkSAT_Optimized,120,480,UNSAT,0.1782
random3sat_realistic_407.cnf,WalkSAT_Optimized,150,600,UNSAT,0.1811
random3sat_realistic_408.cnf,WalkSAT_Optimized,50,200,UNSAT,0.1419
random3sat_realistic_411.cnf,WalkSAT_Optimized,120,360,UNSAT,0.1153
random3sat_realistic_410.cnf,WalkSAT_Optimized,100,400,UNSAT,0.1604
random3sat_realistic_409.cnf,WalkSAT_Optimized,100,600,UNSAT,0.2764
random3sat_realistic_41.cnf,WalkSAT_Optimized,150,750,UNSAT,0.2339
random3sat_realistic_412.cnf,WalkSAT_Optimized,60,180,UNSAT,0.1267
random3sat_realistic_416.cnf,WalkSAT_Optimized,50,200,SAT,0.0201
random3sat_realistic_414.cnf,WalkSAT_Optimized,100,500,UNSAT,0.2054
random3sat_realistic_418.cnf,WalkSAT_Optimized,100,300,SAT,0.0047
random3sat_realistic_415.cnf,WalkSAT_Optimized,90,450,UNSAT,0.2203
random3sat_realistic_413.cnf,WalkSAT_Optimized,60,360,UNSAT,0.2669
random3sat_realistic_417.cnf,WalkSAT_Optimized,60,240,UNSAT,0.1707
random3sat_realistic_421.cnf,WalkSAT_Optimized,150,450,SAT,0.0189
random3sat_realistic_422.cnf,WalkSAT_Optimized,120,480,UNSAT,0.213
random3sat_realistic_420.cnf,WalkSAT_Optimized,50,300,UNSAT,0.2868
random3sat_realistic_419.cnf,WalkSAT_Optimized,100,600,UNSAT,0.3534
random3sat_realistic_42.cnf,WalkSAT_Optimized,70,420,UNSAT,0.3585
random3sat_realistic_424.cnf,WalkSAT_Optimized,70,210,UNSAT,0.1143
random3sat_realistic_425.cnf,WalkSAT_Optimized,90,450,UNSAT,0.2654
random3sat_realistic_423.cnf,WalkSAT_Optimized,90,540,UNSAT,0.3174
random3sat_realistic_426.cnf,WalkSAT_Optimized,70,280,UNSAT,0.1889
random3sat_realistic_427.cnf,WalkSAT_Optimized,100,400,UNSAT,0.227
random3sat_realistic_430.cnf,WalkSAT_Optimized,120,360,SAT,0.0662
random3sat_realistic_429.cnf,WalkSAT_Optimized,100,400,UNSAT,0.2048
random3sat_realistic_428.cnf,WalkSAT_Optimized,150,750,UNSAT,0.2571
random3sat_realistic_43.cnf,WalkSAT_Optimized,80,400,UNSAT,0.2467
random3sat_realistic_431.cnf,WalkSAT_Optimized,150,450,UNSAT,0.1301
random3sat_realistic_433.cnf,WalkSAT_Optimized,70,210,UNSAT,0.1454
random3sat_realistic_435.cnf,WalkSAT_Optimized,150,600,UNSAT,0.2041
random3sat_realistic_432.cnf,WalkSAT_Optimized,90,540,UNSAT,0.2882
random3sat_realistic_434.cnf,WalkSAT_Optimized,60,360,UNSAT,0.2688
random3sat_realistic_438.cnf,WalkSAT_Optimized,50,200,UNSAT,0.1858
random3sat_realistic_436.cnf,WalkSAT_Optimized,120,720,UNSAT,0.3144
random3sat_realistic_437.cnf,WalkSAT_Optimized,50,300,UNSAT,0.2896
random3sat_realistic_439.cnf,WalkSAT_Optimized,80,400,UNSAT,0.2409
random3sat_realistic_440.cnf,WalkSAT_Optimized,70,210,UNSAT,0.1339
random3sat_realistic_441.cnf,WalkSAT_Optimized,90,360,UNSAT,0.1594
random3sat_realistic_442.cnf,WalkSAT_Optimized,60,300,UNSAT,0.2028
random3sat_realistic_443.cnf,WalkSAT_Optimized,120,360,SAT,0.1317
random3sat_realistic_44.cnf,WalkSAT_Optimized,80,480,UNSAT,0.2956
random3sat_realistic_446.cnf,WalkSAT_Optimized,80,240,SAT,0.0382
random3sat_realistic_444.cnf,WalkSAT_Optimized,60,300,UNSAT,0.2439
random3sat_realistic_448.cnf,WalkSAT_Optimized,100,300,SAT,0.0937
random3sat_realistic_447.cnf,WalkSAT_Optimized,90,360,UNSAT,0.1998
random3sat_realistic_445.cnf,WalkSAT_Optimized,80,480,UNSAT,0.3649
random3sat_realistic_45.cnf,WalkSAT_Optimized,50,250,UNSAT,0.2278
random3sat_realistic_449.cnf,WalkSAT_Optimized,80,480,UNSAT,0.2915
random3sat_realistic_450.cnf,WalkSAT_Optimized,80,320,UNSAT,0.1905
random3sat_realistic_451.cnf,WalkSAT_Optimized,80,320,UNSAT,0.1835
random3sat_realistic_454.cnf,WalkSAT_Optimized,80,240,UNSAT,0.1391
random3sat_realistic_452.cnf,WalkSAT_Optimized,80,320,UNSAT,0.1727
random3sat_realistic_453.cnf,WalkSAT_Optimized,50,300,UNSAT,0.2716
random3sat_realistic_457.cnf,WalkSAT_Optimized,100,300,UNSAT,0.1571
random3sat_realistic_455.cnf,WalkSAT_Optimized,50,300,UNSAT,0.2847
random3sat_realistic_456.cnf,WalkSAT_Optimized,120,600,UNSAT,0.2319
random3sat_realistic_458.cnf,WalkSAT_Optimized,50,250,UNSAT,0.213
random3sat_realistic_459.cnf,WalkSAT_Optimized,90,450,UNSAT,0.2299
random3sat_realistic_46.cnf,WalkSAT_Optimized,50,250,UNSAT,0.2058
random3sat_realistic_460.cnf,WalkSAT_Optimized,70,350,UNSAT,0.2075
random3sat_realistic_461.cnf,WalkSAT_Optimized,70,350,UNSAT,0.2162
random3sat_realistic_464.cnf,WalkSAT_Optimized,50,250,UNSAT,0.1907
random3sat_realistic_462.cnf,WalkSAT_Optimized,50,300,UNSAT,0.2512
random3sat_realistic_463.cnf,WalkSAT_Optimized,60,360,UNSAT,0.2432
random3sat_realistic_465.cnf,WalkSAT_Optimized,100,500,UNSAT,0.2466
random3sat_realistic_469.cnf,WalkSAT_Optimized,70,210,SAT,0.0051
random3sat_realistic_466.cnf,WalkSAT_Optimized,80,400,UNSAT,0.2248
random3sat_realistic_468.cnf,WalkSAT_Optimized,80,400,UNSAT,0.2203
random3sat_realistic_471.cnf,WalkSAT_Optimized,60,240,SAT,0.0136
6
random3sat_realistic_470.cnf,WalkSAT_Optimized,90,270,SAT,0.016
random3sat_realistic_474.cnf,WalkSAT_Optimized,120,360,UNSAT,0.1155
random3sat_realistic_47.cnf,WalkSAT_Optimized,90,450,UNSAT,0.2335
random3sat_realistic_473.cnf,WalkSAT_Optimized,150,600,UNSAT,0.178
random3sat_realistic_472.cnf,WalkSAT_Optimized,50,300,UNSAT,0.2583
random3sat_realistic_475.cnf,WalkSAT_Optimized,90,360,UNSAT,0.1587
random3sat_realistic_476.cnf,WalkSAT_Optimized,90,360,UNSAT,0.1656
random3sat_realistic_477.cnf,WalkSAT_Optimized,80,240,UNSAT,0.1335
random3sat_realistic_479.cnf,WalkSAT_Optimized,90,360,UNSAT,0.1734
random3sat_realistic_478.cnf,WalkSAT_Optimized,70,350,UNSAT,0.224
random3sat_realistic_48.cnf,WalkSAT_Optimized,100,400,UNSAT,0.1766
random3sat_realistic_480.cnf,WalkSAT_Optimized,120,600,UNSAT,0.2445
random3sat_realistic_484.cnf,WalkSAT_Optimized,60,180,SAT,0.0023
random3sat_realistic_482.cnf,WalkSAT_Optimized,50,150,UNSAT,0.127
random3sat_realistic_481.cnf,WalkSAT_Optimized,50,200,UNSAT,0.1678
random3sat_realistic_483.cnf,WalkSAT_Optimized,50,200,UNSAT,0.1893
random3sat_realistic_487.cnf,WalkSAT_Optimized,50,250,UNSAT,0.2064
random3sat_realistic_486.cnf,WalkSAT_Optimized,150,750,UNSAT,0.2249
random3sat_realistic_49.cnf,WalkSAT_Optimized,50,200,SAT,0.0034
random3sat_realistic_485.cnf,WalkSAT_Optimized,150,900,UNSAT,0.3018
random3sat_realistic_488.cnf,WalkSAT_Optimized,100,600,UNSAT,0.2811
random3sat_realistic_490.cnf,WalkSAT_Optimized,60,240,UNSAT,0.1597
random3sat_realistic_489.cnf,WalkSAT_Optimized,150,600,UNSAT,0.1899
random3sat_realistic_491.cnf,WalkSAT_Optimized,70,350,UNSAT,0.2226
random3sat_realistic_495.cnf,WalkSAT_Optimized,80,240,SAT,0.0203
random3sat_realistic_492.cnf,WalkSAT_Optimized,50,250,UNSAT,0.2105
random3sat_realistic_494.cnf,WalkSAT_Optimized,150,750,UNSAT,0.2365
random3sat_realistic_493.cnf,WalkSAT_Optimized,90,540,UNSAT,0.2647
random3sat_realistic_496.cnf,WalkSAT_Optimized,80,400,UNSAT,0.2145
random3sat_realistic_497.cnf,WalkSAT_Optimized,50,150,UNSAT,0.1383
random3sat_realistic_499.cnf,WalkSAT_Optimized,150,600,UNSAT,0.1856
random3sat_realistic_50.cnf,WalkSAT_Optimized,60,180,UNSAT,0.1227
random3sat_realistic_498.cnf,WalkSAT_Optimized,150,750,UNSAT,0.2453
random3sat_realistic_5.cnf,WalkSAT_Optimized,50,300,UNSAT,0.2484
random3sat_realistic_501.cnf,WalkSAT_Optimized,70,280,UNSAT,0.1833
random3sat_realistic_503.cnf,WalkSAT_Optimized,120,360,UNSAT,0.1237
random3sat_realistic_502.cnf,WalkSAT_Optimized,100,400,UNSAT,0.1705
random3sat_realistic_500.cnf,WalkSAT_Optimized,100,500,UNSAT,0.2357
random3sat_realistic_506.cnf,WalkSAT_Optimized,100,300,UNSAT,0.1344
random3sat_realistic_508.cnf,WalkSAT_Optimized,100,300,SAT,0.0061
random3sat_realistic_504.cnf,WalkSAT_Optimized,120,480,UNSAT,0.1882
random3sat_realistic_507.cnf,WalkSAT_Optimized,90,450,UNSAT,0.2088
random3sat_realistic_505.cnf,WalkSAT_Optimized,150,750,UNSAT,0.2561
random3sat_realistic_511.cnf,WalkSAT_Optimized,70,280,SAT,0.0114
random3sat_realistic_51.cnf,WalkSAT_Optimized,150,450,UNSAT,0.1375
random3sat_realistic_509.cnf,WalkSAT_Optimized,90,450,UNSAT,0.2309
random3sat_realistic_510.cnf,WalkSAT_Optimized,80,400,UNSAT,0.2262
random3sat_realistic_512.cnf,WalkSAT_Optimized,120,720,UNSAT,0.2876
random3sat_realistic_514.cnf,WalkSAT_Optimized,80,400,UNSAT,0.2105
random3sat_realistic_513.cnf,WalkSAT_Optimized,100,600,UNSAT,0.285
random3sat_realistic_516.cnf,WalkSAT_Optimized,70,280,UNSAT,0.1716
random3sat_realistic_515.cnf,WalkSAT_Optimized,80,480,UNSAT,0.2994
random3sat_realistic_518.cnf,WalkSAT_Optimized,70,350,UNSAT,0.2261
random3sat_realistic_517.cnf,WalkSAT_Optimized,60,360,UNSAT,0.2915
random3sat_realistic_519.cnf,WalkSAT_Optimized,60,240,UNSAT,0.1714
random3sat_realistic_52.cnf,WalkSAT_Optimized,70,420,UNSAT,0.2536
random3sat_realistic_523.cnf,WalkSAT_Optimized,60,180,SAT,0.0018
random3sat_realistic_524.cnf,WalkSAT_Optimized,90,270,SAT,0.0142
random3sat_realistic_520.cnf,WalkSAT_Optimized,100,600,UNSAT,0.2786
random3sat_realistic_521.cnf,WalkSAT_Optimized,100,600,UNSAT,0.2816
random3sat_realistic_522.cnf,WalkSAT_Optimized,150,750,UNSAT,0.2386
random3sat_realistic_525.cnf,WalkSAT_Optimized,90,360,UNSAT,0.1905
random3sat_realistic_526.cnf,WalkSAT_Optimized,60,240,UNSAT,0.1593
random3sat_realistic_528.cnf,WalkSAT_Optimized,120,360,UNSAT,0.137
random3sat_realistic_527.cnf,WalkSAT_Optimized,50,300,UNSAT,0.2549
random3sat_realistic_53.cnf,WalkSAT_Optimized,80,240,UNSAT,0.1434
random3sat_realistic_530.cnf,WalkSAT_Optimized,60,300,UNSAT,0.2043
random3sat_realistic_529.cnf,WalkSAT_Optimized,100,600,UNSAT,0.2844
random3sat_realistic_532.cnf,WalkSAT_Optimized,60,300,UNSAT,0.1973
random3sat_realistic_533.cnf,WalkSAT_Optimized,90,270,UNSAT,0.1268
random3sat_realistic_536.cnf,WalkSAT_Optimized,80,240,SAT,0.0113
random3sat_realistic_531.cnf,WalkSAT_Optimized,80,480,UNSAT,0.3069
random3sat_realistic_538.cnf,WalkSAT_Optimized,90,270,SAT,0.0144
random3sat_realistic_534.cnf,WalkSAT_Optimized,70,420,UNSAT,0.2836
random3sat_realistic_537.cnf,WalkSAT_Optimized,120,480,UNSAT,0.1998
random3sat_realistic_535.cnf,WalkSAT_Optimized,100,600,UNSAT,0.29
random3sat_realistic_539.cnf,WalkSAT_Optimized,100,600,UNSAT,0.2773
random3sat_realistic_54.cnf,WalkSAT_Optimized,90,540,UNSAT,0.2606
random3sat_realistic_540.cnf,WalkSAT_Optimized,50,300,UNSAT,0.2533
random3sat_realistic_542.cnf,WalkSAT_Optimized,150,450,UNSAT,0.1515
random3sat_realistic_541.cnf,WalkSAT_Optimized,70,420,UNSAT,0.2595
random3sat_realistic_546.cnf,WalkSAT_Optimized,50,150,SAT,0.0009
random3sat_realistic_543.cnf,WalkSAT_Optimized,70,280,UNSAT,0.1804
random3sat_realistic_544.cnf,WalkSAT_Optimized,60,240,UNSAT,0.1733
random3sat_realistic_545.cnf,WalkSAT_Optimized,50,200,UNSAT,0.1577
random3sat_realistic_547.cnf,WalkSAT_Optimized,90,360,UNSAT,0.169
random3sat_realistic_548.cnf,WalkSAT_Optimized,60,180,UNSAT,0.1103
random3sat_realistic_55.cnf,WalkSAT_Optimized,120,480,UNSAT,0.1846
random3sat_realistic_552.cnf,WalkSAT_Optimized,50,150,SAT,0.0111
random3sat_realistic_549.cnf,WalkSAT_Optimized,100,600,UNSAT,0.2898
random3sat_realistic_554.cnf,WalkSAT_Optimized,60,180,SAT,0.0081
random3sat_realistic_550.cnf,WalkSAT_Optimized,50,300,UNSAT,0.2518
random3sat_realistic_556.cnf,WalkSAT_Optimized,50,150,SAT,0.003
random3sat_realistic_551.cnf,WalkSAT_Optimized,150,900,UNSAT,0.2961
random3sat_realistic_557.cnf,WalkSAT_Optimized,100,400,UNSAT,0.1825
random3sat_realistic_558.cnf,WalkSAT_Optimized,70,280,UNSAT,0.1732
random3sat_realistic_553.cnf,WalkSAT_Optimized,120,720,UNSAT,0.312
random3sat_realistic_555.cnf,WalkSAT_Optimized,80,480,UNSAT,0.2833
random3sat_realistic_560.cnf,WalkSAT_Optimized,60,180,SAT,0.0313
random3sat_realistic_559.cnf,WalkSAT_Optimized,150,600,UNSAT,0.1837
random3sat_realistic_56.cnf,WalkSAT_Optimized,80,400,UNSAT,0.2043
random3sat_realistic_562.cnf,WalkSAT_Optimized,60,240,UNSAT,0.1657
random3sat_realistic_561.cnf,WalkSAT_Optimized,90,450,UNSAT,0.2244
random3sat_realistic_564.cnf,WalkSAT_Optimized,90,270,UNSAT,0.1291
random3sat_realistic_563.cnf,WalkSAT_Optimized,150,900,UNSAT,0.2785
random3sat_realistic_566.cnf,WalkSAT_Optimized,120,600,UNSAT,0.233
random3sat_realistic_565.cnf,WalkSAT_Optimized,50,300,UNSAT,0.2699
random3sat_realistic_567.cnf,WalkSAT_Optimized,80,400,UNSAT,0.2037
random3sat_realistic_57.cnf,WalkSAT_Optimized,100,300,UNSAT,0.1232
random3sat_realistic_568.cnf,WalkSAT_Optimized,100,600,UNSAT,0.2694
random3sat_realistic_570.cnf,WalkSAT_Optimized,50,200,UNSAT,0.171
random3sat_realistic_569.cnf,WalkSAT_Optimized,120,720,UNSAT,0.2819
random3sat_realistic_571.cnf,WalkSAT_Optimized,50,250,UNSAT,0.1922
random3sat_realistic_572.cnf,WalkSAT_Optimized,100,400,UNSAT,0.2006
random3sat_realistic_576.cnf,WalkSAT_Optimized,50,150,SAT,0.0011
random3sat_realistic_573.cnf,WalkSAT_Optimized,150,750,UNSAT,0.2489
random3sat_realistic_574.cnf,WalkSAT_Optimized,50,300,UNSAT,0.2714
random3sat_realistic_575.cnf,WalkSAT_Optimized,120,600,UNSAT,0.247
random3sat_realistic_578.cnf,WalkSAT_Optimized,50,200,UNSAT,0.1753
random3sat_realistic_577.cnf,WalkSAT_Optimized,60,360,UNSAT,0.2629
random3sat_realistic_58.cnf,WalkSAT_Optimized,120,360,UNSAT,0.1308
random3sat_realistic_579.cnf,WalkSAT_Optimized,150,600,UNSAT,0.1881
random3sat_realistic_581.cnf,WalkSAT_Optimized,150,450,UNSAT,0.1299
random3sat_realistic_580.cnf,WalkSAT_Optimized,60,300,UNSAT,0.2344
random3sat_realistic_582.cnf,WalkSAT_Optimized,70,420,UNSAT,0.2615
random3sat_realistic_584.cnf,WalkSAT_Optimized,120,360,UNSAT,0.1308
random3sat_realistic_583.cnf,WalkSAT_Optimized,80,480,UNSAT,0.2606
random3sat_realistic_586.cnf,WalkSAT_Optimized,80,240,SAT,0.0669
random3sat_realistic_588.cnf,WalkSAT_Optimized,60,180,SAT,0.0367
random3sat_realistic_585.cnf,WalkSAT_Optimized,150,600,UNSAT,0.1788
random3sat_realistic_587.cnf,WalkSAT_Optimized,70,350,UNSAT,0.2122
random3sat_realistic_59.cnf,WalkSAT_Optimized,150,450,UNSAT,0.1172
random3sat_realistic_589.cnf,WalkSAT_Optimized,70,280,UNSAT,0.1631
random3sat_realistic_590.cnf,WalkSAT_Optimized,120,480,UNSAT,0.1821
random3sat_realistic_591.cnf,WalkSAT_Optimized,60,180,UNSAT,0.1462
random3sat_realistic_593.cnf,WalkSAT_Optimized,70,350,UNSAT,0.2331
random3sat_realistic_594.cnf,WalkSAT_Optimized,60,240,UNSAT,0.1632
random3sat_realistic_592.cnf,WalkSAT_Optimized,150,900,UNSAT,0.2895
random3sat_realistic_595.cnf,WalkSAT_Optimized,80,480,UNSAT,0.2887
random3sat_realistic_598.cnf,WalkSAT_Optimized,50,150,UNSAT,0.1674
random3sat_realistic_597.cnf,WalkSAT_Optimized,50,200,UNSAT,0.1944
random3sat_realistic_596.cnf,WalkSAT_Optimized,150,900,UNSAT,0.3239
random3sat_realistic_60.cnf,WalkSAT_Optimized,150,600,UNSAT,0.1757
random3sat_realistic_599.cnf,WalkSAT_Optimized,50,250,UNSAT,0.2318
random3sat_realistic_6.cnf,WalkSAT_Optimized,70,420,UNSAT,0.29
random3sat_realistic_602.cnf,WalkSAT_Optimized,120,360,UNSAT,0.1175
random3sat_realistic_600.cnf,WalkSAT_Optimized,80,480,UNSAT,0.2667
random3sat_realistic_604.cnf,WalkSAT_Optimized,70,280,UNSAT,0.1715
random3sat_realistic_606.cnf,WalkSAT_Optimized,60,180,SAT,0.003
random3sat_realistic_601.cnf,WalkSAT_Optimized,150,900,UNSAT,0.3176
random3sat_realistic_603.cnf,WalkSAT_Optimized,60,300,UNSAT,0.2149
