instance,solver,num_vars,num_clauses,runtime_seconds,result
random3sat_realistic_398.cnf,DPLL,70,350,0.001,UNSAT
random3sat_realistic_399.cnf,DPLL,120,600,0.007,UNSAT
random3sat_realistic_4.cnf,DPLL,70,350,0.0085,UNSAT
random3sat_realistic_40.cnf,DPLL,70,420,0.0095,UNSAT
random3sat_realistic_400.cnf,DPLL,120,600,0.001,UNSAT
random3sat_realistic_401.cnf,DPLL,120,360,0.006,UNSAT
random3sat_realistic_403.cnf,DPLL,70,280,0.001,UNSAT
random3sat_realistic_404.cnf,DPLL,50,200,0.0045,UNSAT
random3sat_realistic_402.cnf,DPLL,90,540,0.0065,UNSAT
random3sat_realistic_405.cnf,DPLL,50,250,0.007,UNSAT
random3sat_realistic_408.cnf,DPLL,50,200,0.002,UNSAT
random3sat_realistic_407.cnf,DPLL,150,600,0.004,UNSAT
random3sat_realistic_406.cnf,DPLL,120,480,0.0045,UNSAT
random3sat_realistic_409.cnf,DPLL,100,600,0.002,UNSAT
random3sat_realistic_41.cnf,DPLL,150,750,0.003,UNSAT
random3sat_realistic_410.cnf,DPLL,100,400,0.001,UNSAT
random3sat_realistic_411.cnf,DPLL,120,360,0.0051,SAT
random3sat_realistic_412.cnf,DPLL,60,180,0.0046,UNSAT
random3sat_realistic_413.cnf,DPLL,60,360,0.0035,UNSAT
random3sat_realistic_414.cnf,DPLL,100,500,0.0096,UNSAT
random3sat_realistic_415.cnf,DPLL,90,450,0.0075,UNSAT
random3sat_realistic_416.cnf,DPLL,50,200,0.0138,SAT
random3sat_realistic_417.cnf,DPLL,60,240,0.0088,UNSAT
random3sat_realistic_419.cnf,DPLL,100,600,0.0042,UNSAT
random3sat_realistic_418.cnf,DPLL,100,300,0.01,SAT
random3sat_realistic_42.cnf,DPLL,70,420,0.0056,UNSAT
random3sat_realistic_420.cnf,DPLL,50,300,0.0061,UNSAT
random3sat_realistic_421.cnf,DPLL,150,450,0.0073,SAT
random3sat_realistic_422.cnf,DPLL,120,480,0.0108,UNSAT
random3sat_realistic_424.cnf,DPLL,70,210,0.007,UNSAT
random3sat_realistic_423.cnf,DPLL,90,540,0.004,UNSAT
random3sat_realistic_425.cnf,DPLL,90,450,0.0065,UNSAT
random3sat_realistic_428.cnf,DPLL,150,750,0.0025,UNSAT
random3sat_realistic_427.cnf,DPLL,100,400,0.0066,UNSAT
random3sat_realistic_426.cnf,DPLL,70,280,0.0111,UNSAT
random3sat_realistic_429.cnf,DPLL,100,400,0.0105,UNSAT
random3sat_realistic_43.cnf,DPLL,80,400,0.004,UNSAT
random3sat_realistic_430.cnf,DPLL,120,360,0.0045,SAT
random3sat_realistic_431.cnf,DPLL,150,450,0.0065,UNSAT
random3sat_realistic_433.cnf,DPLL,70,210,0.003,UNSAT
random3sat_realistic_434.cnf,DPLL,60,360,0.0071,UNSAT
random3sat_realistic_432.cnf,DPLL,90,540,0.0071,UNSAT
random3sat_realistic_435.cnf,DPLL,150,600,0.006,UNSAT
random3sat_realistic_436.cnf,DPLL,120,720,0.006,UNSAT
random3sat_realistic_437.cnf,DPLL,50,300,0.004,UNSAT
random3sat_realistic_438.cnf,DPLL,50,200,0.0075,UNSAT
random3sat_realistic_439.cnf,DPLL,80,400,0.0055,UNSAT
random3sat_realistic_44.cnf,DPLL,80,480,0.003,UNSAT
random3sat_realistic_440.cnf,DPLL,70,210,0.002,UNSAT
random3sat_realistic_441.cnf,DPLL,90,360,0.003,UNSAT
random3sat_realistic_442.cnf,DPLL,60,300,0.0015,UNSAT
random3sat_realistic_443.cnf,DPLL,120,360,0.0054,SAT
random3sat_realistic_447.cnf,DPLL,90,360,0.0012,UNSAT
random3sat_realistic_446.cnf,DPLL,80,240,0.0012,SAT
random3sat_realistic_445.cnf,DPLL,80,480,0.002,UNSAT
random3sat_realistic_45.cnf,DPLL,50,250,0.004,UNSAT
random3sat_realistic_448.cnf,DPLL,100,300,0.004,SAT
random3sat_realistic_449.cnf,DPLL,80,480,0.002,UNSAT
random3sat_realistic_450.cnf,DPLL,80,320,0.002,UNSAT
random3sat_realistic_451.cnf,DPLL,80,320,0.002,UNSAT
random3sat_realistic_453.cnf,DPLL,50,300,0.0031,UNSAT
random3sat_realistic_454.cnf,DPLL,80,240,0.001,UNSAT
random3sat_realistic_456.cnf,DPLL,120,600,0.0025,UNSAT
random3sat_realistic_457.cnf,DPLL,100,300,0.002,UNSAT
random3sat_realistic_459.cnf,DPLL,90,450,0.001,UNSAT
random3sat_realistic_458.cnf,DPLL,50,250,0.002,UNSAT
random3sat_realistic_46.cnf,DPLL,50,250,0.005,UNSAT
random3sat_realistic_461.cnf,DPLL,70,350,0.002,UNSAT
random3sat_realistic_460.cnf,DPLL,70,350,0.001,UNSAT
random3sat_realistic_462.cnf,DPLL,50,300,0.0027,UNSAT
random3sat_realistic_464.cnf,DPLL,50,250,0.0,UNSAT
random3sat_realistic_463.cnf,DPLL,60,360,0.0,UNSAT
random3sat_realistic_465.cnf,DPLL,100,500,0.002,UNSAT
random3sat_realistic_467.cnf,DPLL,150,750,0.0015,UNSAT
random3sat_realistic_466.cnf,DPLL,80,400,0.0025,UNSAT
random3sat_realistic_469.cnf,DPLL,70,210,0.003,SAT
random3sat_realistic_471.cnf,DPLL,60,240,0.0,SAT

random3sat_realistic_47.cnf,DPLL,90,450,0.001,UNSAT
random3sat_realistic_472.cnf,DPLL,50,300,0.002,UNSAT
random3sat_realistic_474.cnf,DPLL,120,360,0.001,SAT
random3sat_realistic_475.cnf,DPLL,90,360,0.0,UNSAT
random3sat_realistic_473.cnf,DPLL,150,600,0.001,UNSAT
random3sat_realistic_476.cnf,DPLL,90,360,0.0005,UNSAT
random3sat_realistic_479.cnf,DPLL,90,360,0.0032,UNSAT
random3sat_realistic_481.cnf,DPLL,50,200,0.001,UNSAT
random3sat_realistic_480.cnf,DPLL,120,600,0.002,UNSAT
random3sat_realistic_482.cnf,DPLL,50,150,0.0035,UNSAT
random3sat_realistic_483.cnf,DPLL,50,200,0.0035,UNSAT
random3sat_realistic_484.cnf,DPLL,60,180,0.0035,SAT
random3sat_realistic_487.cnf,DPLL,50,250,0.0036,UNSAT
random3sat_realistic_485.cnf,DPLL,150,900,0.0036,UNSAT
random3sat_realistic_486.cnf,DPLL,150,750,0.002,UNSAT
random3sat_realistic_488.cnf,DPLL,100,600,0.001,UNSAT
random3sat_realistic_49.cnf,DPLL,50,200,0.0025,SAT
random3sat_realistic_490.cnf,DPLL,60,240,0.0015,UNSAT
random3sat_realistic_489.cnf,DPLL,150,600,0.0035,UNSAT
random3sat_realistic_491.cnf,DPLL,70,350,0.002,UNSAT
random3sat_realistic_492.cnf,DPLL,50,250,0.005,UNSAT
random3sat_realistic_493.cnf,DPLL,90,540,0.004,UNSAT
random3sat_realistic_495.cnf,DPLL,80,240,0.001,SAT
random3sat_realistic_494.cnf,DPLL,150,750,0.0027,UNSAT
random3sat_realistic_497.cnf,DPLL,50,150,0.0037,UNSAT
random3sat_realistic_496.cnf,DPLL,80,400,0.0032,UNSAT
random3sat_realistic_498.cnf,DPLL,150,750,0.002,UNSAT
random3sat_realistic_499.cnf,DPLL,150,600,0.001,UNSAT
random3sat_realistic_5.cnf,DPLL,50,300,0.002,UNSAT
random3sat_realistic_50.cnf,DPLL,60,180,0.002,UNSAT
random3sat_realistic_501.cnf,DPLL,70,280,0.002,UNSAT
random3sat_realistic_500.cnf,DPLL,100,500,0.001,UNSAT
random3sat_realistic_502.cnf,DPLL,100,400,0.0045,UNSAT
random3sat_realistic_504.cnf,DPLL,120,480,0.002,UNSAT
random3sat_realistic_505.cnf,DPLL,150,750,0.002,UNSAT
random3sat_realistic_507.cnf,DPLL,90,450,0.002,UNSAT
random3sat_realistic_506.cnf,DPLL,100,300,0.002,SAT
random3sat_realistic_508.cnf,DPLL,100,300,0.0025,SAT
random3sat_realistic_509.cnf,DPLL,90,450,0.0035,UNSAT
random3sat_realistic_51.cnf,DPLL,150,450,0.0011,UNSAT
random3sat_realistic_510.cnf,DPLL,80,400,0.0021,UNSAT
random3sat_realistic_511.cnf,DPLL,70,280,0.0032,SAT
random3sat_realistic_513.cnf,DPLL,100,600,0.002,UNSAT
random3sat_realistic_512.cnf,DPLL,120,720,0.002,UNSAT
random3sat_realistic_514.cnf,DPLL,80,400,0.0045,UNSAT
random3sat_realistic_516.cnf,DPLL,70,280,0.001,UNSAT
random3sat_realistic_515.cnf,DPLL,80,480,0.001,UNSAT
random3sat_realistic_517.cnf,DPLL,60,360,0.002,UNSAT
random3sat_realistic_518.cnf,DPLL,70,350,0.002,UNSAT
random3sat_realistic_519.cnf,DPLL,60,240,0.001,UNSAT
random3sat_realistic_52.cnf,DPLL,70,420,0.002,UNSAT
random3sat_realistic_520.cnf,DPLL,100,600,0.0025,UNSAT
random3sat_realistic_521.cnf,DPLL,100,600,0.0015,UNSAT
random3sat_realistic_523.cnf,DPLL,60,180,0.002,SAT
random3sat_realistic_522.cnf,DPLL,150,750,0.004,UNSAT
random3sat_realistic_524.cnf,DPLL,90,270,0.0044,SAT
random3sat_realistic_526.cnf,DPLL,60,240,0.0024,UNSAT
random3sat_realistic_525.cnf,DPLL,90,360,0.0034,UNSAT
random3sat_realistic_527.cnf,DPLL,50,300,0.002,UNSAT
random3sat_realistic_528.cnf,DPLL,120,360,0.0021,SAT
random3sat_realistic_53.cnf,DPLL,80,240,0.0021,UNSAT
random3sat_realistic_529.cnf,DPLL,100,600,0.002,UNSAT
random3sat_realistic_532.cnf,DPLL,60,300,0.0,UNSAT
random3sat_realistic_530.cnf,DPLL,60,300,0.002,UNSAT
random3sat_realistic_531.cnf,DPLL,80,480,0.002,UNSAT
random3sat_realistic_533.cnf,DPLL,90,270,0.002,UNSAT
random3sat_realistic_534.cnf,DPLL,70,420,0.0,UNSAT
random3sat_realistic_536.cnf,DPLL,80,240,0.002,SAT
random3sat_realistic_535.cnf,DPLL,100,600,0.002,UNSAT
random3sat_realistic_537.cnf,DPLL,120,480,0.0036,UNSAT
random3sat_realistic_538.cnf,DPLL,90,270,0.002,SAT
random3sat_realistic_54.cnf,DPLL,90,540,0.001,UNSAT
random3sat_realistic_539.cnf,DPLL,100,600,0.001,UNSAT
random3sat_realistic_541.cnf,DPLL,70,420,0.001,UNSAT
random3sat_realistic_540.cnf,DPLL,50,300,0.001,UNSAT
random3sat_realistic_543.cnf,DPLL,70,280,0.001,UNSAT
random3sat_realistic_542.cnf,DPLL,150,450,0.0,UNSAT
random3sat_realistic_545.cnf,DPLL,50,200,0.0015,UNSAT
random3sat_realistic_544.cnf,DPLL,60,240,0.0015,UNSAT
random3sat_realistic_546.cnf,DPLL,50,150,0.001,SAT
random3sat_realistic_547.cnf,DPLL,90,360,0.0,UNSAT
random3sat_realistic_548.cnf,DPLL,60,180,0.0012,UNSAT
random3sat_realistic_549.cnf,DPLL,100,600,0.001,UNSAT
random3sat_realistic_550.cnf,DPLL,50,300,0.0,UNSAT
random3sat_realistic_55.cnf,DPLL,120,480,0.0022,UNSAT
random3sat_realistic_552.cnf,DPLL,50,150,0.002,SAT
random3sat_realistic_551.cnf,DPLL,150,900,0.0025,UNSAT
random3sat_realistic_553.cnf,DPLL,120,720,0.0015,UNSAT
random3sat_realistic_554.cnf,DPLL,60,180,0.002,SAT
random3sat_realistic_556.cnf,DPLL,50,150,0.0,SAT
random3sat_realistic_555.cnf,DPLL,80,480,0.001,UNSAT
random3sat_realistic_557.cnf,DPLL,100,400,0.001,UNSAT
random3sat_realistic_558.cnf,DPLL,70,280,0.001,UNSAT
random3sat_realistic_559.cnf,DPLL,150,600,0.0,UNSAT
random3sat_realistic_560.cnf,DPLL,60,180,0.001,SAT
random3sat_realistic_56.cnf,DPLL,80,400,0.001,UNSAT
random3sat_realistic_561.cnf,DPLL,90,450,0.001,UNSAT
random3sat_realistic_562.cnf,DPLL,60,240,0.001,UNSAT
random3sat_realistic_564.cnf,DPLL,90,270,0.0,UNSAT
random3sat_realistic_565.cnf,DPLL,50,300,0.001,UNSAT
random3sat_realistic_563.cnf,DPLL,150,900,0.001,UNSAT
random3sat_realistic_566.cnf,DPLL,120,600,0.002,UNSAT
random3sat_realistic_567.cnf,DPLL,80,400,0.002,UNSAT
random3sat_realistic_568.cnf,DPLL,100,600,0.001,UNSAT
random3sat_realistic_569.cnf,DPLL,120,720,0.001,UNSAT
random3sat_realistic_570.cnf,DPLL,50,200,0.0013,UNSAT
random3sat_realistic_571.cnf,DPLL,50,250,0.0,UNSAT
random3sat_realistic_572.cnf,DPLL,100,400,0.001,UNSAT
random3sat_realistic_574.cnf,DPLL,50,300,0.0,UNSAT
random3sat_realistic_576.cnf,DPLL,50,150,0.0,SAT
random3sat_realistic_575.cnf,DPLL,120,600,0.0,UNSAT
random3sat_realistic_573.cnf,DPLL,150,750,0.001,UNSAT
random3sat_realistic_577.cnf,DPLL,60,360,0.001,UNSAT
random3sat_realistic_578.cnf,DPLL,50,200,0.001,UNSAT
random3sat_realistic_58.cnf,DPLL,120,360,0.001,UNSAT
random3sat_realistic_579.cnf,DPLL,150,600,0.001,UNSAT
random3sat_realistic_580.cnf,DPLL,60,300,0.001,UNSAT
random3sat_realistic_581.cnf,DPLL,150,450,0.001,SAT
random3sat_realistic_583.cnf,DPLL,80,480,0.002,UNSAT
random3sat_realistic_582.cnf,DPLL,70,420,0.004,UNSAT
random3sat_realistic_585.cnf,DPLL,150,600,0.002,UNSAT
random3sat_realistic_586.cnf,DPLL,80,240,0.001,SAT
random3sat_realistic_587.cnf,DPLL,70,350,0.0025,UNSAT
random3sat_realistic_588.cnf,DPLL,60,180,0.001,SAT
random3sat_realistic_59.cnf,DPLL,150,450,0.001,UNSAT
random3sat_realistic_590.cnf,DPLL,120,480,0.0,UNSAT
random3sat_realistic_591.cnf,DPLL,60,180,0.0,UNSAT
random3sat_realistic_593.cnf,DPLL,70,350,0.0014,UNSAT
random3sat_realistic_594.cnf,DPLL,60,240,0.001,UNSAT
random3sat_realistic_592.cnf,DPLL,150,900,0.001,UNSAT
random3sat_realistic_595.cnf,DPLL,80,480,0.001,UNSAT
random3sat_realistic_597.cnf,DPLL,50,200,0.001,UNSAT
random3sat_realistic_598.cnf,DPLL,50,150,0.001,UNSAT
random3sat_realistic_596.cnf,DPLL,150,900,0.0,UNSAT
random3sat_realistic_599.cnf,DPLL,50,250,0.002,UNSAT
random3sat_realistic_6.cnf,DPLL,70,420,0.0,UNSAT
random3sat_realistic_60.cnf,DPLL,150,600,0.001,UNSAT
random3sat_realistic_600.cnf,DPLL,80,480,0.001,UNSAT
random3sat_realistic_602.cnf,DPLL,120,360,0.0,SAT

random3sat_realistic_603.cnf,DPLL,60,300,0.001,UNSAT
random3sat_realistic_604.cnf,DPLL,70,280,0.0035,UNSAT
random3sat_realistic_606.cnf,DPLL,60,180,0.005,SAT
random3sat_realistic_607.cnf,DPLL,80,480,0.003,UNSAT
random3sat_realistic_605.cnf,DPLL,150,750,0.006,UNSAT
random3sat_realistic_610.cnf,DPLL,70,350,0.0005,UNSAT
random3sat_realistic_608.cnf,DPLL,100,500,0.0037,UNSAT
random3sat_realistic_61.cnf,DPLL,80,240,0.0005,SAT
random3sat_realistic_609.cnf,DPLL,150,750,0.002,UNSAT
random3sat_realistic_613.cnf,DPLL,100,500,0.0,UNSAT

random3sat_realistic_611.cnf,DPLL,150,750,0.002,UNSAT
random3sat_realistic_615.cnf,DPLL,80,400,0.0015,UNSAT
random3sat_realistic_616.cnf,DPLL,100,300,0.0015,SAT
random3sat_realistic_614.cnf,DPLL,150,900,0.0015,UNSAT
random3sat_realistic_617.cnf,DPLL,60,240,0.002,UNSAT
random3sat_realistic_619.cnf,DPLL,80,240,0.0,SAT

random3sat_realistic_618.cnf,DPLL,50,250,0.003,UNSAT
random3sat_realistic_62.cnf,DPLL,120,600,0.001,UNSAT
random3sat_realistic_624.cnf,DPLL,100,400,0.001,UNSAT
random3sat_realistic_623.cnf,DPLL,100,600,0.0022,UNSAT
random3sat_realistic_621.cnf,DPLL,120,720,0.0032,UNSAT
random3sat_realistic_626.cnf,DPLL,120,720,0.0028,UNSAT
random3sat_realistic_627.cnf,DPLL,80,240,0.0028,SAT
random3sat_realistic_625.cnf,DPLL,100,500,0.0028,UNSAT
random3sat_realistic_628.cnf,DPLL,80,240,0.0035,UNSAT
random3sat_realistic_63.cnf,DPLL,50,200,0.0,UNSAT
random3sat_realistic_629.cnf,DPLL,120,720,0.002,UNSAT
random3sat_realistic_631.cnf,DPLL,50,300,0.0,UNSAT
random3sat_realistic_630.cnf,DPLL,150,900,0.0,UNSAT
random3sat_realistic_633.cnf,DPLL,50,150,0.0,SAT
random3sat_realistic_632.cnf,DPLL,150,750,0.002,UNSAT
random3sat_realistic_634.cnf,DPLL,70,420,0.0,UNSAT
random3sat_realistic_635.cnf,DPLL,70,350,0.0,UNSAT
random3sat_realistic_636.cnf,DPLL,90,360,0.0,UNSAT
random3sat_realistic_637.cnf,DPLL,120,360,0.0015,UNSAT
random3sat_realistic_638.cnf,DPLL,90,540,0.001,UNSAT
random3sat_realistic_640.cnf,DPLL,60,240,0.001,UNSAT
random3sat_realistic_64.cnf,DPLL,90,360,0.001,UNSAT
random3sat_realistic_642.cnf,DPLL,70,210,0.001,SAT

random3sat_realistic_643.cnf,DPLL,70,350,0.0012,UNSAT
random3sat_realistic_646.cnf,DPLL,50,200,0.0008,UNSAT
random3sat_realistic_644.cnf,DPLL,150,900,0.0,UNSAT
random3sat_realistic_647.cnf,DPLL,100,500,0.0,UNSAT
random3sat_realistic_648.cnf,DPLL,50,200,0.005,UNSAT
random3sat_realistic_65.cnf,DPLL,80,320,0.0025,UNSAT
random3sat_realistic_649.cnf,DPLL,120,480,0.0025,UNSAT
random3sat_realistic_651.cnf,DPLL,60,240,0.004,UNSAT
random3sat_realistic_652.cnf,DPLL,70,350,0.0,UNSAT
random3sat_realistic_650.cnf,DPLL,90,540,0.002,UNSAT
random3sat_realistic_653.cnf,DPLL,90,270,0.002,SAT
random3sat_realistic_654.cnf,DPLL,80,480,0.001,UNSAT
random3sat_realistic_657.cnf,DPLL,100,400,0.0005,UNSAT
random3sat_realistic_656.cnf,DPLL,90,270,0.0005,UNSAT
random3sat_realistic_655.cnf,DPLL,50,200,0.0012,UNSAT
random3sat_realistic_658.cnf,DPLL,100,400,0.001,UNSAT
random3sat_realistic_659.cnf,DPLL,100,400,0.0046,UNSAT
random3sat_realistic_66.cnf,DPLL,150,600,0.0035,UNSAT
random3sat_realistic_660.cnf,DPLL,70,280,0.0025,UNSAT
random3sat_realistic_661.cnf,DPLL,100,400,0.0,UNSAT

random3sat_realistic_663.cnf,DPLL,80,240,0.0,SAT
random3sat_realistic_667.cnf,DPLL,60,360,0.0,UNSAT

random3sat_realistic_668.cnf,DPLL,70,280,0.001,UNSAT
random3sat_realistic_669.cnf,DPLL,90,540,0.001,UNSAT
random3sat_realistic_67.cnf,DPLL,150,450,0.001,SAT
random3sat_realistic_665.cnf,DPLL,120,720,0.001,UNSAT
random3sat_realistic_670.cnf,DPLL,120,480,0.002,UNSAT
random3sat_realistic_671.cnf,DPLL,90,360,0.0019,UNSAT
random3sat_realistic_673.cnf,DPLL,100,600,0.0,UNSAT
random3sat_realistic_674.cnf,DPLL,120,360,0.0,SAT
random3sat_realistic_672.cnf,DPLL,100,500,0.0,UNSAT
random3sat_realistic_677.cnf,DPLL,60,180,0.0,SAT
random3sat_realistic_676.cnf,DPLL,70,350,0.0,UNSAT
random3sat_realistic_678.cnf,DPLL,100,600,0.002,UNSAT
random3sat_realistic_675.cnf,DPLL,150,750,0.002,UNSAT
random3sat_realistic_679.cnf,DPLL,60,360,0.002,UNSAT
random3sat_realistic_68.cnf,DPLL,120,600,0.0,UNSAT
random3sat_realistic_683.cnf,DPLL,50,300,0.002,UNSAT
random3sat_realistic_684.cnf,DPLL,70,280,0.0,UNSAT
random3sat_realistic_681.cnf,DPLL,70,420,0.0024,UNSAT
random3sat_realistic_685.cnf,DPLL,120,720,0.001,UNSAT
random3sat_realistic_686.cnf,DPLL,150,900,0.0,UNSAT
random3sat_realistic_688.cnf,DPLL,120,600,0.001,UNSAT
random3sat_realistic_689.cnf,DPLL,100,300,0.0,SAT
random3sat_realistic_690.cnf,DPLL,80,480,0.001,UNSAT
random3sat_realistic_691.cnf,DPLL,70,210,0.0004,UNSAT
random3sat_realistic_692.cnf,DPLL,120,720,0.001,UNSAT
random3sat_realistic_694.cnf,DPLL,90,360,0.0,UNSAT
random3sat_realistic_693.cnf,DPLL,120,480,0.002,UNSAT
random3sat_realistic_695.cnf,DPLL,70,210,0.002,SAT
random3sat_realistic_696.cnf,DPLL,90,270,0.0025,SAT
random3sat_realistic_698.cnf,DPLL,60,240,0.001,UNSAT

random3sat_realistic_699.cnf,DPLL,150,900,0.001,UNSAT
random3sat_realistic_700.cnf,DPLL,60,180,0.0,UNSAT
random3sat_realistic_7.cnf,DPLL,150,750,0.0,UNSAT
random3sat_realistic_70.cnf,DPLL,100,300,0.002,UNSAT
random3sat_realistic_702.cnf,DPLL,50,200,0.001,SAT
random3sat_realistic_701.cnf,DPLL,60,300,0.001,UNSAT
random3sat_realistic_704.cnf,DPLL,90,270,0.001,UNSAT
random3sat_realistic_703.cnf,DPLL,90,450,0.001,UNSAT
random3sat_realistic_706.cnf,DPLL,80,320,0.0015,UNSAT
random3sat_realistic_705.cnf,DPLL,100,500,0.0005,UNSAT
random3sat_realistic_707.cnf,DPLL,60,240,0.002,UNSAT
random3sat_realistic_708.cnf,DPLL,120,720,0.0041,UNSAT
random3sat_realistic_71.cnf,DPLL,90,270,0.0041,SAT
random3sat_realistic_709.cnf,DPLL,90,450,0.0061,UNSAT
random3sat_realistic_710.cnf,DPLL,90,270,0.005,UNSAT
random3sat_realistic_711.cnf,DPLL,60,360,0.002,UNSAT
random3sat_realistic_712.cnf,DPLL,70,280,0.002,UNSAT
random3sat_realistic_713.cnf,DPLL,70,350,0.002,UNSAT
random3sat_realistic_716.cnf,DPLL,60,300,0.002,UNSAT
random3sat_realistic_715.cnf,DPLL,120,360,0.0,SAT
random3sat_realistic_714.cnf,DPLL,60,360,0.002,UNSAT
random3sat_realistic_719.cnf,DPLL,50,150,0.0041,SAT
random3sat_realistic_72.cnf,DPLL,70,350,0.002,UNSAT
random3sat_realistic_718.cnf,DPLL,80,240,0.0041,SAT
random3sat_realistic_720.cnf,DPLL,60,360,0.0015,UNSAT
random3sat_realistic_721.cnf,DPLL,50,250,0.0,UNSAT
random3sat_realistic_723.cnf,DPLL,50,200,0.001,UNSAT
random3sat_realistic_722.cnf,DPLL,150,750,0.0015,UNSAT
random3sat_realistic_725.cnf,DPLL,50,250,0.001,UNSAT
random3sat_realistic_724.cnf,DPLL,60,180,0.001,SAT
random3sat_realistic_726.cnf,DPLL,70,280,0.001,UNSAT
random3sat_realistic_727.cnf,DPLL,60,240,0.001,UNSAT
random3sat_realistic_728.cnf,DPLL,90,540,0.0,UNSAT
random3sat_realistic_729.cnf,DPLL,120,720,0.0012,UNSAT
random3sat_realistic_73.cnf,DPLL,100,300,0.001,UNSAT
random3sat_realistic_730.cnf,DPLL,50,300,0.001,UNSAT
random3sat_realistic_731.cnf,DPLL,70,280,0.001,UNSAT
random3sat_realistic_732.cnf,DPLL,60,360,0.0025,UNSAT
random3sat_realistic_733.cnf,DPLL,90,450,0.001,UNSAT
random3sat_realistic_734.cnf,DPLL,50,250,0.001,UNSAT
random3sat_realistic_735.cnf,DPLL,80,240,0.001,SAT
random3sat_realistic_736.cnf,DPLL,50,250,0.001,UNSAT
random3sat_realistic_737.cnf,DPLL,50,250,0.001,UNSAT
random3sat_realistic_738.cnf,DPLL,150,450,0.0,SAT
random3sat_realistic_739.cnf,DPLL,80,320,0.001,UNSAT
random3sat_realistic_74.cnf,DPLL,120,360,0.001,UNSAT
random3sat_realistic_740.cnf,DPLL,50,200,0.0,UNSAT
random3sat_realistic_741.cnf,DPLL,120,360,0.0035,UNSAT
random3sat_realistic_742.cnf,DPLL,90,540,0.001,UNSAT
random3sat_realistic_744.cnf,DPLL,100,500,0.001,UNSAT
random3sat_realistic_746.cnf,DPLL,70,280,0.001,UNSAT
random3sat_realistic_743.cnf,DPLL,120,720,0.002,UNSAT
random3sat_realistic_747.cnf,DPLL,120,360,0.002,SAT
random3sat_realistic_745.cnf,DPLL,90,540,0.001,UNSAT
random3sat_realistic_748.cnf,DPLL,50,200,0.0,UNSAT
random3sat_realistic_749.cnf,DPLL,50,250,0.0009,UNSAT
random3sat_realistic_75.cnf,DPLL,70,420,0.0005,UNSAT
random3sat_realistic_750.cnf,DPLL,120,480,0.0,UNSAT
random3sat_realistic_751.cnf,DPLL,80,400,0.0,UNSAT
random3sat_realistic_752.cnf,DPLL,120,360,0.0,SAT
random3sat_realistic_754.cnf,DPLL,70,280,0.0,UNSAT
random3sat_realistic_755.cnf,DPLL,100,300,0.0061,UNSAT
random3sat_realistic_757.cnf,DPLL,90,270,0.0,UNSAT
random3sat_realistic_756.cnf,DPLL,90,360,0.0,UNSAT
random3sat_realistic_758.cnf,DPLL,100,500,0.0,UNSAT
random3sat_realistic_759.cnf,DPLL,60,180,0.001,SAT
random3sat_realistic_760.cnf,DPLL,80,480,0.0015,UNSAT
random3sat_realistic_76.cnf,DPLL,150,900,0.002,UNSAT
random3sat_realistic_761.cnf,DPLL,100,300,0.003,UNSAT
random3sat_realistic_762.cnf,DPLL,60,180,0.001,SAT
random3sat_realistic_763.cnf,DPLL,50,150,0.003,UNSAT
random3sat_realistic_766.cnf,DPLL,80,480,0.0,UNSAT
random3sat_realistic_765.cnf,DPLL,70,210,0.0025,UNSAT
random3sat_realistic_767.cnf,DPLL,50,200,0.0032,UNSAT
random3sat_realistic_768.cnf,DPLL,100,500,0.0036,UNSAT
random3sat_realistic_769.cnf,DPLL,120,360,0.0075,UNSAT
random3sat_realistic_77.cnf,DPLL,70,210,0.0084,SAT
random3sat_realistic_770.cnf,DPLL,80,480,0.0047,UNSAT
random3sat_realistic_771.cnf,DPLL,70,210,0.003,SAT
random3sat_realistic_772.cnf,DPLL,60,180,0.003,SAT
random3sat_realistic_773.cnf,DPLL,120,600,0.001,UNSAT
random3sat_realistic_774.cnf,DPLL,90,270,0.001,UNSAT
random3sat_realistic_775.cnf,DPLL,100,300,0.001,SAT
random3sat_realistic_776.cnf,DPLL,70,280,0.0015,UNSAT
random3sat_realistic_777.cnf,DPLL,70,420,0.0015,UNSAT
random3sat_realistic_778.cnf,DPLL,100,600,0.001,UNSAT
random3sat_realistic_779.cnf,DPLL,90,360,0.005,UNSAT
random3sat_realistic_781.cnf,DPLL,100,500,0.0022,UNSAT
random3sat_realistic_78.cnf,DPLL,90,270,0.0052,UNSAT
random3sat_realistic_780.cnf,DPLL,150,600,0.0022,UNSAT
random3sat_realistic_783.cnf,DPLL,60,240,0.002,UNSAT
random3sat_realistic_784.cnf,DPLL,150,750,0.001,UNSAT
random3sat_realistic_786.cnf,DPLL,50,300,0.001,UNSAT
random3sat_realistic_788.cnf,DPLL,100,300,0.001,SAT
random3sat_realistic_789.cnf,DPLL,120,480,0.0025,UNSAT
random3sat_realistic_790.cnf,DPLL,80,240,0.001,UNSAT
random3sat_realistic_791.cnf,DPLL,120,480,0.001,UNSAT
random3sat_realistic_792.cnf,DPLL,50,200,0.001,UNSAT
random3sat_realistic_793.cnf,DPLL,60,300,0.0,UNSAT
random3sat_realistic_794.cnf,DPLL,120,360,0.001,UNSAT
random3sat_realistic_795.cnf,DPLL,150,900,0.001,UNSAT
random3sat_realistic_796.cnf,DPLL,100,400,0.001,UNSAT
random3sat_realistic_797.cnf,DPLL,100,600,0.0,UNSAT
